player_game_id,player_name,game_id,team_name,minutes,shots,goals,key_passes,assists,xG,xA,understat_game_id,date,away
108241,Matheus Cunha,3857,Wolverhampton Wanderers,90,2,0,1,0,0.05,0.11,26658,2024-09-28,Liverpool
108242,João Gomes,3857,Wolverhampton Wanderers,90,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108243,Mario Lemina,3857,Wolverhampton Wanderers,90,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108244,Jean-Ricner Bellegarde,3857,Wolverhampton Wanderers,57,1,0,1,0,0.03,0.06,26658,2024-09-28,Liverpool
108245,Jørgen Strand Larsen,3857,Wolverhampton Wanderers,72,1,0,0,0,0.06,0.0,26658,2024-09-28,Liverpool
108246,Carlos Forbs,3857,Wolverhampton Wanderers,33,1,0,0,0,0.11,0.0,26658,2024-09-28,Liverpool
108247,Hee-Chan Hwang,3857,Wolverhampton Wanderers,18,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108248,Tommy Doyle,3857,Wolverhampton Wanderers,9,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108249,Alisson,3857,Liverpool,90,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108250,Trent Alexander-Arnold,3857,Liverpool,90,2,0,1,0,0.09,0.07,26658,2024-09-28,Liverpool
108251,Ibrahima Konaté,3857,Liverpool,90,2,1,0,0,0.1,0.0,26658,2024-09-28,Liverpool
108252,Virgil van Dijk,3857,Liverpool,90,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108253,Andrew Robertson,3857,Liverpool,90,0,0,1,0,0.0,0.63,26658,2024-09-28,Liverpool
108254,Alexis Mac Allister,3857,Liverpool,90,0,0,1,0,0.0,0.05,26658,2024-09-28,Liverpool
108255,Ryan Gravenberch,3857,Liverpool,90,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108256,Mohamed Salah,3857,Liverpool,90,3,1,2,0,1.15,0.08,26658,2024-09-28,Liverpool
108257,Dominik Szoboszlai,3857,Liverpool,77,1,0,0,0,0.63,0.0,26658,2024-09-28,Liverpool
108258,Luis Díaz,3857,Liverpool,77,1,0,1,0,0.06,0.01,26658,2024-09-28,Liverpool
108259,Diogo Jota,3857,Liverpool,90,0,0,1,1,0.0,0.06,26658,2024-09-28,Liverpool
108260,Cody Gakpo,3857,Liverpool,13,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108261,Curtis Jones,3857,Liverpool,13,1,0,0,0,0.08,0.0,26658,2024-09-28,Liverpool
108262,Joseph Gomez,3857,Liverpool,1,0,0,0,0,0.0,0.0,26658,2024-09-28,Liverpool
108263,Arijanet Muric,3858,Ipswich,90,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108264,Axel Tuanzebe,3858,Ipswich,90,2,0,0,0,0.29,0.0,26659,2024-09-29,Aston Villa
108265,Dara O'Shea,3858,Ipswich,90,1,0,0,0,0.05,0.0,26659,2024-09-29,Aston Villa
108266,Jacob Greaves,3858,Ipswich,90,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108267,Leif Davis,3858,Ipswich,90,1,0,7,0,0.04,0.97,26659,2024-09-29,Aston Villa
108268,Sam Morsy,3858,Ipswich,90,2,0,1,0,0.04,0.03,26659,2024-09-29,Aston Villa
108269,Kalvin Phillips,3858,Ipswich,72,1,0,0,0,0.02,0.0,26659,2024-09-29,Aston Villa
108270,Chiedozie Ogbene,3858,Ipswich,72,0,0,1,0,0.0,0.03,26659,2024-09-29,Aston Villa
108271,Omari Hutchinson,3858,Ipswich,90,1,0,1,1,0.03,0.5,26659,2024-09-29,Aston Villa
108272,Jack Clarke,3858,Ipswich,90,2,0,3,1,0.31,0.28,26659,2024-09-29,Aston Villa
108273,Liam Delap,3858,Ipswich,90,3,2,0,0,0.92,0.0,26659,2024-09-29,Aston Villa
108274,Massimo Luongo,3858,Ipswich,1,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108275,Sammie Szmodics,3858,Ipswich,1,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108276,George Hirst,3858,Ipswich,1,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108277,Jack Taylor,3858,Ipswich,18,1,0,0,0,0.03,0.0,26659,2024-09-29,Aston Villa
108278,Wes Burns,3858,Ipswich,18,1,0,0,0,0.12,0.0,26659,2024-09-29,Aston Villa
108279,Emiliano Martinez,3858,Aston Villa,90,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108280,Ezri Konsa Ngoyo,3858,Aston Villa,90,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108281,Diego Carlos,3858,Aston Villa,90,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108282,Pau Torres,3858,Aston Villa,90,0,0,1,0,0.0,0.02,26659,2024-09-29,Aston Villa
108283,Lucas Digne,3858,Aston Villa,87,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108284,Youri Tielemans,3858,Aston Villa,87,1,0,1,0,0.02,0.29,26659,2024-09-29,Aston Villa
108285,Amadou Onana,3858,Aston Villa,90,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108286,Leon Bailey,3858,Aston Villa,67,0,0,1,1,0.0,0.55,26659,2024-09-29,Aston Villa
108287,Morgan Rogers,3858,Aston Villa,67,2,1,0,0,0.38,0.0,26659,2024-09-29,Aston Villa
108288,Jacob Ramsey,3858,Aston Villa,90,1,0,1,0,0.06,0.01,26659,2024-09-29,Aston Villa
108289,Ollie Watkins,3858,Aston Villa,87,1,1,1,1,0.55,0.08,26659,2024-09-29,Aston Villa
108290,Emiliano Buendía,3858,Aston Villa,3,1,0,0,0,0.13,0.0,26659,2024-09-29,Aston Villa
108291,Jhon Durán,3858,Aston Villa,23,0,0,1,0,0.0,0.06,26659,2024-09-29,Aston Villa
108292,Ian Maatsen,3858,Aston Villa,3,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108293,Jaden Philogene-Bidace,3858,Aston Villa,23,0,0,0,0,0.0,0.0,26659,2024-09-29,Aston Villa
108294,Ross Barkley,3858,Aston Villa,3,1,0,0,0,0.01,0.0,26659,2024-09-29,Aston Villa
108295,André Onana,3859,Manchester United,90,0,0,0,0,0.0,0.0,26660,2024-09-29,Tottenham
108296,Noussair Mazraoui,3859,Manchester United,90,0,0,0,0,0.0,0.0,26660,2024-09-29,Tottenham
108297,Lisandro Martínez,3859,Manchester United,90,4,0,1,0,0.17,0.04,26660,2024-09-29,Tottenham
108298,Matthijs de Ligt,3859,Manchester United,90,1,0,0,0,0.07,0.0,26660,2024-09-29,Tottenham
108299,Diogo Dalot,3859,Manchester United,90,0,0,0,0,0.0,0.0,26660,2024-09-29,Tottenham
108300,Manuel Ugarte,3859,Manchester United,78,0,0,0,0,0.0,0.0,26660,2024-09-29,Tottenham
108301,Kobbie Mainoo,3859,Manchester United,44,0,0,1,0,0.0,0.12,26660,2024-09-29,Tottenham
108302,Alejandro Garnacho,3859,Manchester United,90,3,0,1,0,0.15,0.05,26660,2024-09-29,Tottenham
