fpl_name,position,fpl_team,assists,bonus,clean_sheets,fpl_element,goals_conceded,goals_scored,fpl_kickoff_time,minutes,opponent_fpl_team_number,own_goals,penalties_missed,penalties_saved,red_cards,saves,team_a_score,team_h_score,points,value,was_home,yellow_cards,gw,season,expected_assists,expected_goals,bps,creativity,fixture,ict_index,influence,round,selected,threat,transfers_balance,transfers_in,transfers_out,expected_goal_involvements,expected_goals_conceded,starts,fpl_date
Martin Ødegaard,3,1,0,0,1,13,0,0,2025-02-26T19:30:00Z,84,32,0,0,0,0,0,0,0,3,82,False,0,27,2024-25,0.23,0.0,15,19.4,264,2.7,5.8,27,551948,2.0,-27436,5913,33349,0.23,0.3,1,2025-02-26
Fábio Freitas Gouveia Carvalho,3,31,0,0,0,314,0,0,2025-01-26T14:00:00Z,0,5,0,0,0,0,0,2,1,0,46,False,0,23,2024-25,0.0,0.0,0,0.0,224,0.0,0.0,23,54313,0.0,-1746,945,2691,0.0,0.0,0,2025-01-26
Fábio Freitas Gouveia Carvalho,3,31,0,0,0,314,1,0,2025-02-02T14:00:00Z,6,17,0,0,0,0,0,2,0,1,46,True,0,24,2024-25,0.0,0.28,5,0.6,233,0.9,0.4,24,53294,8.0,-1071,1048,2119,0.28,0.26,0,2025-02-02
Fábio Freitas Gouveia Carvalho,3,31,0,0,0,314,0,0,2025-02-15T15:00:00Z,1,20,0,0,0,0,0,1,0,1,46,False,0,25,2024-25,0.0,0.0,3,0.0,250,0.0,0.0,25,51910,0.0,-1477,737,2214,0.0,0.0,0,2025-02-15
Fábio Freitas Gouveia Carvalho,3,31,0,0,0,314,0,1,2025-02-21T20:00:00Z,18,8,0,0,0,0,0,4,0,6,45,False,0,26,2024-25,0.02,0.09,24,10.4,257,6.3,35.4,26,51233,17.0,-798,519,1317,0.11,0.06,0,2025-02-21
Fábio Freitas Gouveia Carvalho,3,31,0,0,0,314,0,0,2025-02-26T19:30:00Z,0,6,0,0,0,0,0,1,1,0,45,True,0,27,2024-25,0.0,0.0,0,0.0,261,0.0,0.0,27,53932,0.0,2512,3445,933,0.0,0.0,0,2025-02-26
Norberto Bercique Gomes Betuncal,4,6,0,0,1,218,0,0,2025-01-25T15:00:00Z,77,21,0,0,0,0,0,1,0,2,49,False,0,23,2024-25,0.0,0.04,1,0.8,223,1.2,1.2,23,60435,10.0,-691,2748,3439,0.04,0.66,0,2025-01-25
Norberto Bercique Gomes Betuncal,4,6,0,3,1,218,0,2,2025-02-01T15:00:00Z,87,8,0,0,0,0,0,0,4,13,49,True,0,24,2024-25,0.01,0.63,55,7.8,235,12.6,75.8,24,76592,42.0,14946,18266,3320,0.64,0.28,1,2025-02-01
Norberto Bercique Gomes Betuncal,4,6,0,2,0,218,2,1,2025-02-12T19:30:00Z,90,9,0,0,0,0,0,2,2,8,49,True,0,15,2024-25,0.02,0.65,31,22.3,144,9.1,36.2,24,76592,32.0,14946,18266,3320,0.67,0.65,1,2025-02-12
Norberto Bercique Gomes Betuncal,4,6,0,2,0,218,1,1,2025-02-15T17:30:00Z,90,5,0,0,0,0,0,2,1,8,49,False,0,25,2024-25,0.04,0.52,35,26.2,243,13.4,47.8,25,203890,60.0,120716,126873,6157,0.56,1.72,1,2025-02-15
Norberto Bercique Gomes Betuncal,4,6,0,0,0,218,2,1,2025-02-22T12:30:00Z,90,11,0,0,0,0,0,2,2,6,49,True,0,26,2024-25,0.08,0.42,33,11.3,254,11.6,47.6,26,431900,57.0,228312,240287,11975,0.5,0.41,1,2025-02-22
Norberto Bercique Gomes Betuncal,4,6,0,0,0,218,1,0,2025-02-26T19:30:00Z,90,31,0,0,0,0,0,1,1,2,50,False,0,27,2024-25,0.01,0.62,4,4.9,261,5.6,11.0,27,592702,40.0,158554,183373,24819,0.63,1.48,1,2025-02-26
Emiliano Martínez Romero,1,27,0,0,0,47,1,0,2025-01-26T16:30:00Z,90,20,0,0,0,0,2,1,1,2,50,True,0,23,2024-25,0.0,0.0,8,0.0,221,1.3,13.4,23,1249066,0.0,23136,49294,26158,0.0,1.31,1,2025-01-26
Emiliano Martínez Romero,1,27,0,0,0,47,2,0,2025-02-01T17:30:00Z,90,26,0,0,0,0,3,0,2,2,50,False,0,24,2024-25,0.0,0.0,6,0.0,240,2.6,26.0,24,1273950,0.0,17563,48187,30624,0.0,1.63,1,2025-02-01
Emiliano Martínez Romero,1,27,0,0,0,47,1,0,2025-02-15T15:00:00Z,90,34,0,0,0,0,3,1,1,3,50,True,0,25,2024-25,0.0,0.0,10,0.0,241,1.8,17.8,25,1457796,0.0,154164,183499,29335,0.0,0.37,1,2025-02-15
Emiliano Martínez Romero,1,27,0,0,0,47,2,0,2025-02-19T19:30:00Z,90,9,0,0,0,0,1,2,2,1,50,True,0,29,2024-25,0.0,0.0,4,0.0,282,1.5,15.0,25,1457796,0.0,154164,183499,29335,0.0,2.44,1,2025-02-19
Emiliano Martínez Romero,1,27,0,0,0,47,1,0,2025-02-22T17:30:00Z,90,4,0,0,0,0,5,1,2,3,50,True,0,26,2024-25,0.0,0.0,17,0.0,252,3.2,31.8,26,1392369,0.0,-42871,7444,50315,0.0,2.3,1,2025-02-22
Emiliano Martínez Romero,1,27,0,0,0,47,1,0,2025-02-25T19:30:00Z,45,5,0,0,0,0,2,1,4,1,50,False,0,27,2024-25,0.0,0.0,4,0.0,263,1.6,16.2,27,1388967,0.0,-7350,20874,28224,0.0,2.19,1,2025-02-25
Saša Lukić,3,25,0,0,0,249,1,0,2025-01-26T19:00:00Z,82,11,0,0,0,0,0,1,0,2,48,True,0,23,2024-25,0.01,0.0,17,7.4,225,1.8,8.2,23,6450,2.0,269,674,405,0.01,0.25,1,2025-01-26
Saša Lukić,3,25,0,0,0,249,1,0,2025-02-01T15:00:00Z,90,23,0,0,0,0,0,2,1,2,48,False,0,24,2024-25,0.05,0.0,13,43.3,238,6.6,20.8,24,6397,2.0,-74,300,374,0.05,0.75,1,2025-02-01
Saša Lukić,3,25,0,0,0,249,1,0,2025-02-15T15:00:00Z,82,32,0,0,0,0,0,1,2,2,48,True,0,25,2024-25,0.25,0.13,25,85.5,244,15.4,30.6,25,6309,38.0,-143,255,398,0.38,0.39,1,2025-02-15
Saša Lukić,3,25,0,0,0,249,2,0,2025-02-22T15:00:00Z,90,5,0,0,0,0,0,2,0,2,48,True,0,26,2024-25,0.03,0.0,18,35.0,255,5.6,19.0,26,5991,2.0,-332,64,396,0.03,1.29,1,2025-02-22
Saša Lukić,3,25,0,0,0,249,1,0,2025-02-25T19:30:00Z,66,26,0,0,0,0,0,2,1,1,48,False,1,27,2024-25,0.01,0.0,9,2.8,267,0.4,1.4,27,6004,0.0,-5,183,188,0.01,1.16,1,2025-02-25
Joško Gvardiol,2,10,0,0,0,350,1,1,2025-01-25T17:30:00Z,90,4,0,0,0,0,0,1,3,8,59,True,0,23,2024-25,0.01,1.1,17,2.8,227,9.4,41.8,23,2107410,49.0,-153537,37991,191528,1.11,1.8,1,2025-01-25
Joško Gvardiol,2,10,0,0,0,350,5,0,2025-02-02T16:30:00Z,90,1,0,0,0,0,0,1,5,0,59,False,0,24,2024-25,0.03,0.17,-1,5.3,231,7.3,30.2,24,2112149,37.0,-4809,86758,91567,0.2,1.0,1,2025-02-02
Joško Gvardiol,2,10,0,0,1,350,0,0,2025-02-15T15:00:00Z,86,23,0,0,0,0,0,0,4,6,59,True,0,25,2024-25,0.03,0.0,27,15.5,247,2.7,7.0,25,2078852,4.0,-45458,56494,101952,0.03,0.48,1,2025-02-15
Joško Gvardiol,2,10,0,0,0,350,2,0,2025-02-23T16:30:00Z,90,9,0,0,0,0,0,2,0,1,59,True,0,26,2024-25,0.05,0.0,8,25.1,258,5.3,17.6,26,2095408,10.0,7424,55252,47828,0.05,0.71,1,2025-02-23
Joško Gvardiol,2,10,0,1,1,350,0,0,2025-02-26T19:30:00Z,90,17,0,0,0,0,0,1,0,7,59,False,0,27,2024-25,0.02,0.0,26,14.1,265,3.3,18.8,27,2078884,0.0,-20398,38611,59009,0.02,1.33,1,2025-02-26
Emile Smith Rowe,3,25,0,0,0,19,1,0,2025-01-26T19:00:00Z,81,11,0,0,0,0,0,1,0,2,52,True,0,23,2024-25,0.03,0.07,2,13.4,225,2.5,5.4,23,1047110,6.0,-13763,22628,36391,0.1,0.25,1,2025-01-26
Emile Smith Rowe,3,25,0,0,0,19,1,0,2025-02-01T15:00:00Z,71,23,0,0,0,0,0,2,1,2,52,False,0,24,2024-25,0.04,0.07,19,5.8,238,3.2,12.6,24,1013818,14.0,-31516,13443,44959,0.11,0.65,1,2025-02-01
Emile Smith Rowe,3,25,0,2,0,19,1,1,2025-02-15T15:00:00Z,81,32,0,0,0,0,0,1,2,9,52,True,0,25,2024-25,0.03,0.56,30,8.0,244,11.5,31.8,25,979437,75.0,-36128,12525,48653,0.59,0.39,1,2025-02-15
Emile Smith Rowe,3,25,0,0,0,19,1,0,2025-02-22T15:00:00Z,57,5,0,0,0,0,0,2,0,1,52,True,0,26,2024-25,0.01,0.01,3,3.6,255,0.8,0.0,26,1031194,6.0,48023,62144,14121,0.02,0.24,1,2025-02-22
Emile Smith Rowe,3,25,0,0,0,19,0,0,2025-02-25T19:30:00Z,0,26,0,0,0,0,0,2,1,0,52,False,0,27,2024-25,0.0,0.0,0,0.0,267,0.0,0.0,27,978852,0.0,-50935,5449,56384,0.0,0.0,0,2025-02-25
Son Heung-min,3,17,0,0,0,503,2,0,2025-01-26T14:00:00Z,90,8,0,0,0,0,0,2,1,2,98,True,0,23,2024-25,0.03,0.05,16,25.1,229,5.1,14.4,23,580176,11.0,19766,54613,34847,0.08,1.56,1,2025-01-26
Son Heung-min,3,17,2,2,1,503,0,0,2025-02-02T14:00:00Z,90,31,0,0,0,0,0,2,0,10,98,False,1,24,2024-25,0.15,0.04,28,32.5,233,7.5,31.2,24,526984,11.0,-51877,8229,60106,0.19,2.06,1,2025-02-02
Son Heung-min,3,17,0,0,1,503,0,0,2025-02-16T16:30:00Z,86,11,0,0,0,0,0,0,1,3,98,True,0,25,2024-25,0.14,0.16,21,53.4,249,8.8,12.6,25,521468,22.0,-11384,17268,28652,0.3,1.42,1,2025-02-16
Son Heung-min,3,17,2,0,0,503,1,0,2025-02-22T15:00:00Z,73,34,0,0,0,0,0,4,1,8,97,False,0,26,2024-25,0.26,0.18,29,40.7,256,10.9,37.0,26,523822,31.0,-448,25168,25616,0.44,1.13,1,2025-02-22
Son Heung-min,3,17,0,0,0,503,0,0,2025-02-26T19:30:00Z,23,10,0,0,0,0,0,1,0,1,97,True,0,27,2024-25,0.2,0.26,9,11.1,265,3.7,5.2,27,542468,21.0,17748,37847,20099,0.46,0.05,0,2025-02-26
Hamed Traorè,3,2,0,0,0,67,0,0,2025-01-25T15:00:00Z,0,32,0,0,0,0,0,0,5,0,45,True,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,5370,0.0,-71,0,71,0.0,0.0,0,2025-01-25
Hamed Traorè,3,2,0,0,0,67,0,0,2025-02-01T15:00:00Z,0,9,0,0,0,0,0,2,0,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,232,0.0,0.0,24,5319,0.0,-50,0,50,0.0,0.0,0,2025-02-01
Hamed Traorè,3,2,0,0,0,67,0,0,2025-02-15T15:00:00Z,0,13,0,0,0,0,0,3,1,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,248,0.0,0.0,25,5271,0.0,-48,0,48,0.0,0.0,0,2025-02-15
Hamed Traorè,3,2,0,0,0,67,0,0,2025-02-22T15:00:00Z,0,26,0,0,0,0,0,1,0,0,45,True,0,26,2024-25,0.0,0.0,0,0.0,253,0.0,0.0,26,5236,0.0,-38,0,38,0.0,0.0,0,2025-02-22
Hamed Traorè,3,2,0,0,0,67,0,0,2025-02-25T19:30:00Z,0,21,0,0,0,0,0,1,2,0,45,False,0,27,2024-25,0.0,0.0,0,0.0,262,0.0,0.0,27,5212,0.0,-25,0,25,0.0,0.0,0,2025-02-25
Roméo Lavia,3,4,0,0,0,174,0,0,2025-01-25T17:30:00Z,0,10,0,0,0,0,0,1,3,0,45,False,0,23,2024-25,0.0,0.0,0,0.0,227,0.0,0.0,23,55481,0.0,-3311,188,3499,0.0,0.0,0,2025-01-25
Roméo Lavia,3,4,0,0,0,174,0,0,2025-02-03T20:00:00Z,0,20,0,0,0,0,0,1,2,0,45,True,0,24,2024-25,0.0,0.0,0,0.0,234,0.0,0.0,24,52775,0.0,-2671,48,2719,0.0,0.0,0,2025-02-03
Roméo Lavia,3,4,0,0,0,174,0,0,2025-02-14T20:00:00Z,0,21,0,0,0,0,0,0,3,0,45,False,0,25,2024-25,0.0,0.0,0,0.0,242,0.0,0.0,25,50275,0.0,-2565,46,2611,0.0,0.0,0,2025-02-14
Roméo Lavia,3,4,0,0,0,174,0,0,2025-02-22T17:30:00Z,0,27,0,0,0,0,0,1,2,0,45,False,0,26,2024-25,0.0,0.0,0,0.0,252,0.0,0.0,26,48866,0.0,-1506,30,1536,0.0,0.0,0,2025-02-22
Roméo Lavia,3,4,0,0,0,174,0,0,2025-02-25T20:15:00Z,0,13,0,0,0,0,0,0,4,0,45,True,0,27,2024-25,0.0,0.0,0,0.0,268,0.0,0.0,27,47857,0.0,-1024,17,1041,0.0,0.0,0,2025-02-25
Radu Drăgușin,2,17,0,0,0,486,2,0,2025-01-26T14:00:00Z,90,8,0,0,0,0,0,2,1,1,43,True,0,23,2024-25,0.07,0.03,6,25.3,229,6.0,26.8,23,32862,8.0,-134,2497,2631,0.1,1.56,1,2025-01-26
Radu Drăgușin,2,17,0,0,0,486,0,0,2025-02-02T14:00:00Z,0,31,0,0,0,0,0,2,0,0,43,False,0,24,2024-25,0.0,0.0,0,0.0,233,0.0,0.0,24,28849,0.0,-3888,593,4481,0.0,0.0,0,2025-02-02
Radu Drăgușin,2,17,0,0,0,486,0,0,2025-02-16T16:30:00Z,0,11,0,0,0,0,0,0,1,0,43,True,0,25,2024-25,0.0,0.0,0,0.0,249,0.0,0.0,25,23802,0.0,-5108,27,5135,0.0,0.0,0,2025-02-16
Radu Drăgușin,2,17,0,0,0,486,0,0,2025-02-22T15:00:00Z,0,34,0,0,0,0,0,4,1,0,43,False,0,26,2024-25,0.0,0.0,0,0.0,256,0.0,0.0,26,22011,0.0,-1978,14,1992,0.0,0.0,0,2025-02-22
Radu Drăgușin,2,17,0,0,0,486,0,0,2025-02-26T19:30:00Z,0,10,0,0,0,0,0,1,0,0,43,True,0,27,2024-25,0.0,0.0,0,0.0,265,0.0,0.0,27,20670,0.0,-1361,24,1385,0.0,0.0,0,2025-02-26
Vladimír Coufal,2,20,0,1,0,516,1,0,2025-01-26T16:30:00Z,90,27,0,0,0,0,0,1,1,3,42,False,0,23,2024-25,0.29,0.0,17,16.2,221,5.0,32.0,23,45711,2.0,-1102,318,1420,0.29,0.85,1,2025-01-26
Vladimír Coufal,2,20,0,0,0,516,1,0,2025-02-03T20:00:00Z,71,4,0,0,0,0,0,1,2,2,41,False,0,24,2024-25,0.0,0.0,7,0.8,234,2.2,21.2,24,45696,0.0,-128,788,916,0.0,1.4,1,2025-02-03
Vladimír Coufal,2,20,0,0,0,516,0,0,2025-02-15T15:00:00Z,0,31,0,0,0,0,0,1,0,0,41,True,0,25,2024-25,0.0,0.0,0,0.0,250,0.0,0.0,25,47696,0.0,1655,2559,904,0.0,0.0,0,2025-02-15
Vladimír Coufal,2,20,0,0,0,516,0,0,2025-02-22T15:00:00Z,0,1,0,0,0,0,0,1,0,0,41,False,0,26,2024-25,0.0,0.0,0,0.0,251,0.0,0.0,26,47350,0.0,-206,1401,1607,0.0,0.0,0,2025-02-22
Vladimír Coufal,2,20,0,0,0,516,0,0,2025-02-27T20:00:00Z,0,8,0,0,0,0,0,0,2,0,41,True,0,27,2024-25,0.0,0.0,0,0.0,266,0.0,0.0,27,44751,0.0,-2572,74,2646,0.0,0.0,0,2025-02-27
Tino Livramento,2,23,0,0,0,409,1,0,2025-01-25T15:00:00Z,90,13,0,0,0,0,0,3,1,2,45,False,0,23,2024-25,0.02,0.02,15,22.9,228,4.3,14.6,23,211353,5.0,1499,11011,9512,0.04,0.76,1,2025-01-25
Tino Livramento,2,23,0,0,0,409,1,0,2025-02-01T15:00:00Z,63,25,0,0,0,0,0,2,1,2,45,True,0,24,2024-25,0.0,0.07,6,0.5,238,3.2,14.4,24,206909,17.0,-4512,4299,8811,0.07,0.83,1,2025-02-01
Tino Livramento,2,23,0,0,0,409,1,0,2025-02-15T15:00:00Z,45,10,0,0,0,0,0,0,4,1,45,False,0,25,2024-25,0.03,0.0,4,2.1,247,1.8,13.8,25,195940,2.0,-11107,2882,13989,0.03,0.8,0,2025-02-15
Tino Livramento,2,23,0,0,0,409,3,0,2025-02-23T14:00:00Z,90,32,0,0,0,0,0,3,4,0,45,True,1,26,2024-25,0.31,0.0,7,22.1,259,5.0,26.2,26,192485,2.0,-4608,1331,5939,0.31,2.18,1,2025-02-23
Tino Livramento,2,23,0,0,0,409,2,0,2025-02-26T20:15:00Z,68,9,0,0,0,0,0,0,2,1,45,False,0,27,2024-25,0.01,0.0,2,2.8,269,1.3,9.8,27,185135,0.0,-7395,989,8384,0.01,0.67,1,2025-02-26
Lucas Tolentino Coelho de Lima,3,20,0,0,0,527,1,0,2025-01-26T16:30:00Z,90,27,0,0,0,0,0,1,1,2,57,False,0,23,2024-25,0.03,0.44,-2,9.4,221,3.7,6.6,23,123397,21.0,-8038,1623,9661,0.47,0.85,1,2025-01-26
Lucas Tolentino Coelho de Lima,3,20,0,0,0,527,0,0,2025-02-03T20:00:00Z,0,4,0,0,0,0,0,1,2,0,57,False,0,24,2024-25,0.0,0.0,0,0.0,234,0.0,0.0,24,119767,0.0,-4048,1291,5339,0.0,0.0,0,2025-02-03
Lucas Tolentino Coelho de Lima,3,20,0,0,0,527,1,0,2025-02-15T15:00:00Z,90,31,0,0,0,0,0,1,0,2,57,True,0,25,2024-25,0.18,0.1,16,42.1,250,7.5,20.4,25,113592,12.0,-6242,198,6440,0.28,1.66,1,2025-02-15
Lucas Tolentino Coelho de Lima,3,20,0,0,0,527,0,0,2025-02-22T15:00:00Z,0,1,0,0,0,0,0,1,0,0,57,False,0,26,2024-25,0.0,0.0,0,0.0,251,0.0,0.0,26,112067,0.0,-1895,755,2650,0.0,0.0,0,2025-02-22
Lucas Tolentino Coelho de Lima,3,20,0,0,0,527,0,0,2025-02-27T20:00:00Z,0,8,0,0,0,0,0,0,2,0,57,True,0,27,2024-25,0.0,0.0,0,0.0,266,0.0,0.0,27,108917,0.0,-3143,29,3172,0.0,0.0,0,2025-02-27
Hwang Hee-chan,3,26,0,0,0,550,1,0,2025-01-25T15:00:00Z,58,1,0,0,0,0,0,1,0,1,61,True,0,23,2024-25,0.02,0.02,12,12.3,230,4.3,17.4,23,30891,13.0,-2037,537,2574,0.04,0.72,0,2025-01-25
Hwang Hee-chan,3,26,1,0,0,550,0,0,2025-02-01T17:30:00Z,11,27,0,0,0,0,0,0,2,4,61,True,0,24,2024-25,0.0,0.0,11,3.5,240,0.3,0.0,24,30188,0.0,-908,711,1619,0.0,0.26,0,2025-02-01
Hwang Hee-chan,3,26,0,0,0,550,0,0,2025-02-16T14:00:00Z,0,9,0,0,0,0,0,1,2,0,61,False,0,25,2024-25,0.0,0.0,0,0.0,246,0.0,0.0,25,28937,0.0,-1497,311,1808,0.0,0.0,0,2025-02-16
Hwang Hee-chan,3,26,0,0,0,550,0,0,2025-02-22T15:00:00Z,0,2,0,0,0,0,0,1,0,0,61,False,0,26,2024-25,0.0,0.0,0,0.0,253,0.0,0.0,26,27633,0.0,-1342,46,1388,0.0,0.0,0,2025-02-22
Hwang Hee-chan,3,26,0,0,0,550,0,0,2025-02-25T19:30:00Z,0,25,0,0,0,0,0,2,1,0,61,True,0,27,2024-25,0.0,0.0,0,0.0,267,0.0,0.0,27,26946,0.0,-711,34,745,0.0,0.0,0,2025-02-25
Jorge Luiz Frello Filho,3,1,0,0,0,7,0,0,2025-01-25T15:00:00Z,0,26,0,0,0,0,0,1,0,0,47,False,0,23,2024-25,0.0,0.0,0,0.0,230,0.0,0.0,23,25385,0.0,-287,569,856,0.0,0.0,0,2025-01-25
Jorge Luiz Frello Filho,3,1,0,0,0,7,0,0,2025-02-02T16:30:00Z,0,10,0,0,0,0,0,1,5,0,47,True,0,24,2024-25,0.0,0.0,0,0.0,231,0.0,0.0,24,25418,0.0,-148,610,758,0.0,0.0,0,2025-02-02
Jorge Luiz Frello Filho,3,1,0,0,0,7,0,0,2025-02-15T12:30:00Z,15,8,0,0,0,0,0,2,0,0,47,False,1,25,2024-25,0.0,0.0,-1,0.3,245,0.1,0.6,25,25307,0.0,-311,457,768,0.0,0.05,0,2025-02-15
Jorge Luiz Frello Filho,3,1,0,0,0,7,0,0,2025-02-22T15:00:00Z,0,20,0,0,0,0,0,1,0,0,47,True,0,26,2024-25,0.0,0.0,0,0.0,251,0.0,0.0,26,25161,0.0,-215,345,560,0.0,0.0,0,2025-02-22
Jorge Luiz Frello Filho,3,1,0,0,1,7,0,0,2025-02-26T19:30:00Z,69,32,0,0,0,0,0,0,0,3,47,False,0,27,2024-25,0.04,0.0,7,4.8,264,0.8,1.0,27,24986,2.0,-242,192,434,0.04,0.18,1,2025-02-26
Fábio Silva,4,26,0,0,0,545,0,0,2025-01-25T15:00:00Z,0,1,0,0,0,0,0,1,0,0,50,True,0,23,2024-25,0.0,0.0,0,0.0,230,0.0,0.0,23,10030,0.0,-80,0,80,0.0,0.0,0,2025-01-25
Fábio Silva,4,26,0,0,0,545,0,0,2025-02-01T17:30:00Z,0,27,0,0,0,0,0,0,2,0,50,True,0,24,2024-25,0.0,0.0,0,0.0,240,0.0,0.0,24,9973,0.0,-58,0,58,0.0,0.0,0,2025-02-01
Fábio Silva,4,26,0,0,0,545,0,0,2025-02-16T14:00:00Z,0,9,0,0,0,0,0,1,2,0,50,False,0,25,2024-25,0.0,0.0,0,0.0,246,0.0,0.0,25,9888,0.0,-86,0,86,0.0,0.0,0,2025-02-16
Fábio Silva,4,26,0,0,0,545,0,0,2025-02-22T15:00:00Z,0,2,0,0,0,0,0,1,0,0,50,False,0,26,2024-25,0.0,0.0,0,0.0,253,0.0,0.0,26,9852,0.0,-33,0,33,0.0,0.0,0,2025-02-22
Fábio Silva,4,26,0,0,0,545,0,0,2025-02-25T19:30:00Z,0,25,0,0,0,0,0,2,1,0,50,True,0,27,2024-25,0.0,0.0,0,0.0,267,0.0,0.0,27,9825,0.0,-31,0,31,0.0,0.0,0,2025-02-25
Łukasz Fabiański,1,20,0,0,0,521,0,0,2025-01-26T16:30:00Z,0,27,0,0,0,0,0,1,1,0,41,False,0,23,2024-25,0.0,0.0,0,0.0,221,0.0,0.0,23,1886760,0.0,-9397,28582,37979,0.0,0.0,0,2025-01-26
Łukasz Fabiański,1,20,0,0,0,521,0,0,2025-02-03T20:00:00Z,0,4,0,0,0,0,0,1,2,0,41,False,0,24,2024-25,0.0,0.0,0,0.0,234,0.0,0.0,24,1849585,0.0,-32919,14828,47747,0.0,0.0,0,2025-02-03
Łukasz Fabiański,1,20,0,0,0,521,0,0,2025-02-15T15:00:00Z,0,31,0,0,0,0,0,1,0,0,41,True,0,25,2024-25,0.0,0.0,0,0.0,250,0.0,0.0,25,1827654,0.0,-26452,9598,36050,0.0,0.0,0,2025-02-15
Łukasz Fabiański,1,20,0,0,0,521,0,0,2025-02-22T15:00:00Z,0,1,0,0,0,0,0,1,0,0,41,False,0,26,2024-25,0.0,0.0,0,0.0,251,0.0,0.0,26,1804979,0.0,-25925,4534,30459,0.0,0.0,0,2025-02-22
Łukasz Fabiański,1,20,0,0,0,521,0,0,2025-02-27T20:00:00Z,0,8,0,0,0,0,0,0,2,0,41,True,0,27,2024-25,0.0,0.0,0,0.0,266,0.0,0.0,27,1768522,0.0,-36904,4932,41836,0.0,0.0,0,2025-02-27
Boubakary Soumaré,3,8,0,0,0,285,1,0,2025-01-26T14:00:00Z,90,17,0,0,0,0,0,2,1,2,44,False,0,23,2024-25,0.04,0.02,22,20.2,229,3.7,15.8,23,45157,1.0,-1975,1695,3670,0.06,1.04,1,2025-01-26
Boubakary Soumaré,3,8,0,0,0,285,4,0,2025-02-01T15:00:00Z,90,6,0,0,0,0,0,0,4,2,44,False,0,24,2024-25,0.05,0.0,13,35.3,235,5.8,16.8,24,45457,6.0,117,2719,2602,0.05,2.46,1,2025-02-01
Boubakary Soumaré,3,8,0,0,0,285,2,0,2025-02-15T12:30:00Z,90,1,0,0,0,0,0,2,0,2,44,True,0,25,2024-25,0.02,0.0,15,1.8,245,1.3,7.2,25,44049,4.0,-1421,1979,3400,0.02,1.38,1,2025-02-15
Boubakary Soumaré,3,8,0,0,0,285,4,0,2025-02-21T20:00:00Z,90,31,0,0,0,0,0,4,0,2,44,True,0,26,2024-25,0.06,0.0,17,29.5,257,5.1,17.6,26,43205,4.0,-1063,1285,2348,0.06,1.52,1,2025-02-21
Boubakary Soumaré,3,8,0,0,0,285,2,0,2025-02-27T20:00:00Z,60,20,0,0,0,0,0,0,2,2,44,False,0,27,2024-25,0.0,0.0,4,3.9,266,0.6,2.0,27,42601,0.0,-660,1351,2011,0.0,0.96,1,2025-02-27
Joe Ayodele-Aribo,3,13,0,0,0,452,3,0,2025-01-25T15:00:00Z,87,23,0,0,0,0,0,3,1,2,49,True,0,23,2024-25,0.02,0.0,7,4.0,228,0.5,0.8,23,6775,0.0,320,704,384,0.02,2.66,1,2025-01-25
Joe Ayodele-Aribo,3,13,0,3,0,452,1,1,2025-02-01T15:00:00Z,90,34,0,0,0,0,0,2,1,10,49,False,0,24,2024-25,0.01,0.27,39,5.8,236,7.4,44.4,24,7515,24.0,639,1206,567,0.28,1.84,1,2025-02-01
Joe Ayodele-Aribo,3,13,0,1,0,452,3,0,2025-02-15T15:00:00Z,84,2,0,0,0,0,0,3,1,3,49,True,0,25,2024-25,0.03,0.0,29,6.1,248,2.7,16.6,25,7855,4.0,160,1162,1002,0.03,1.15,1,2025-02-15
Joe Ayodele-Aribo,3,13,0,0,0,452,4,0,2025-02-22T15:00:00Z,90,21,0,0,0,0,0,4,0,2,49,True,0,26,2024-25,0.0,0.0,9,1.0,260,2.1,20.0,26,7742,0.0,-125,369,494,0.0,3.97,1,2025-02-22
Joe Ayodele-Aribo,3,13,0,0,0,452,4,0,2025-02-25T20:15:00Z,90,4,0,0,0,0,0,0,4,2,49,False,0,27,2024-25,0.01,0.0,13,6.8,268,2.9,21.8,27,8214,0.0,431,912,481,0.01,2.56,1,2025-02-25
Yehor Yarmoliuk,3,31,0,0,0,111,1,0,2025-01-26T14:00:00Z,6,5,0,0,0,0,0,2,1,1,44,False,0,23,2024-25,0.0,0.0,4,0.0,224,0.3,3.0,23,321619,0.0,-11145,7216,18361,0.0,0.4,0,2025-01-26
Yehor Yarmoliuk,3,31,0,0,0,111,0,0,2025-02-02T14:00:00Z,0,17,0,0,0,0,0,2,0,0,44,True,0,24,2024-25,0.0,0.0,0,0.0,233,0.0,0.0,24,317021,0.0,-5395,8222,13617,0.0,0.0,0,2025-02-02
Yehor Yarmoliuk,3,31,0,0,0,111,0,0,2025-02-15T15:00:00Z,15,20,0,0,0,0,0,1,0,1,44,False,0,25,2024-25,0.0,0.0,5,5.7,250,0.9,3.6,25,302814,0.0,-13633,3246,16879,0.0,0.16,0,2025-02-15
Yehor Yarmoliuk,3,31,0,0,0,111,0,0,2025-02-21T20:00:00Z,45,8,0,0,0,0,0,4,0,1,44,False,0,26,2024-25,0.01,0.08,15,14.6,257,5.9,11.0,26,294435,33.0,-9308,1667,10975,0.09,0.1,0,2025-02-21
