fpl_name,position,fpl_team,assists,bonus,clean_sheets,fpl_element,goals_conceded,goals_scored,fpl_kickoff_time,minutes,opponent_fpl_team_number,own_goals,penalties_missed,penalties_saved,red_cards,saves,team_a_score,team_h_score,points,value,was_home,yellow_cards,gw,season,expected_assists,expected_goals,bps,creativity,fixture,ict_index,influence,round,selected,threat,transfers_balance,transfers_in,transfers_out,expected_goal_involvements,expected_goals_conceded,starts,fpl_date
Wout Faes,2,8,0,0,0,291,1,0,2025-01-26T14:00:00Z,90,17,0,0,0,0,0,2,1,2,40,False,0,23,2024-25,0.0,0.11,13,0.5,229,2.4,16.4,23,744414,7.0,-31884,5065,36949,0.11,1.04,1,2025-01-26
Wout Faes,2,8,0,0,0,291,4,0,2025-02-01T15:00:00Z,90,6,0,0,0,0,0,0,4,0,39,False,0,24,2024-25,0.0,0.09,-4,0.3,235,2.6,18.8,24,735654,7.0,-10112,14376,24488,0.09,2.46,1,2025-02-01
Wout Faes,2,8,0,0,0,291,2,0,2025-02-15T12:30:00Z,90,1,0,0,0,0,0,2,0,1,39,True,0,25,2024-25,0.0,0.0,2,0.2,245,2.1,18.4,25,728235,2.0,-7878,13098,20976,0.0,1.38,1,2025-02-15
Wout Faes,2,8,0,0,0,291,4,0,2025-02-21T20:00:00Z,90,31,0,0,0,0,0,4,0,0,39,True,0,26,2024-25,0.01,0.0,-4,1.1,257,3.1,25.6,26,727344,4.0,-1813,11497,13310,0.01,1.52,1,2025-02-21
Wout Faes,2,8,0,0,0,291,2,0,2025-02-27T20:00:00Z,90,20,0,0,0,0,0,0,2,1,39,False,0,27,2024-25,0.0,0.02,8,0.3,266,2.0,18.0,27,717164,2.0,-10389,7597,17986,0.02,1.33,1,2025-02-27
Joël Veltman,2,21,0,0,0,145,1,0,2025-01-25T15:00:00Z,83,6,0,0,0,0,0,1,0,2,44,True,0,23,2024-25,0.1,0.07,9,37.8,223,6.2,21.0,23,206563,3.0,298,7121,6823,0.17,0.85,1,2025-01-25
Joël Veltman,2,21,0,0,0,145,7,0,2025-02-01T12:30:00Z,90,32,0,0,0,0,0,0,7,-1,44,False,0,24,2024-25,0.03,0.0,-15,5.2,239,1.4,9.0,24,196581,0.0,-9220,1888,11108,0.03,3.41,1,2025-02-01
Joël Veltman,2,21,0,0,1,145,0,0,2025-02-14T20:00:00Z,90,4,0,0,0,0,0,0,3,6,44,True,0,25,2024-25,0.0,0.27,21,0.3,242,4.9,15.2,25,187299,33.0,-9818,884,10702,0.27,0.54,1,2025-02-14
Joël Veltman,2,21,0,0,0,145,0,0,2025-02-22T15:00:00Z,0,13,0,0,0,0,0,4,0,0,44,False,0,26,2024-25,0.0,0.0,0,0.0,260,0.0,0.0,26,197711,0.0,8830,11146,2316,0.0,0.0,0,2025-02-22
Joël Veltman,2,21,0,0,0,145,0,0,2025-02-25T19:30:00Z,0,2,0,0,0,0,0,1,2,0,44,True,0,27,2024-25,0.0,0.0,0,0.0,262,0.0,0.0,27,181185,0.0,-15661,277,15938,0.0,0.0,0,2025-02-25
Kurt Zouma,2,20,0,0,0,532,0,0,2025-01-26T16:30:00Z,0,27,0,0,0,0,0,1,1,0,44,False,0,23,2024-25,0.0,0.0,0,0.0,221,0.0,0.0,23,15256,0.0,-130,0,130,0.0,0.0,0,2025-01-26
Kurt Zouma,2,20,0,0,0,532,0,0,2025-02-03T20:00:00Z,0,4,0,0,0,0,0,1,2,0,44,False,0,24,2024-25,0.0,0.0,0,0.0,234,0.0,0.0,24,15140,0.0,-118,0,118,0.0,0.0,0,2025-02-03
Kurt Zouma,2,20,0,0,0,532,0,0,2025-02-15T15:00:00Z,0,31,0,0,0,0,0,1,0,0,44,True,0,25,2024-25,0.0,0.0,0,0.0,250,0.0,0.0,25,15017,0.0,-122,0,122,0.0,0.0,0,2025-02-15
Kurt Zouma,2,20,0,0,0,532,0,0,2025-02-22T15:00:00Z,0,1,0,0,0,0,0,1,0,0,44,False,0,26,2024-25,0.0,0.0,0,0.0,251,0.0,0.0,26,14950,0.0,-73,0,73,0.0,0.0,0,2025-02-22
Kurt Zouma,2,20,0,0,0,532,0,0,2025-02-27T20:00:00Z,0,8,0,0,0,0,0,0,2,0,44,True,0,27,2024-25,0.0,0.0,0,0.0,266,0.0,0.0,27,14910,0.0,-41,0,41,0.0,0.0,0,2025-02-27
Aaron Cresswell,2,20,0,0,0,517,1,0,2025-01-26T16:30:00Z,90,27,0,0,0,0,0,1,1,1,39,False,1,23,2024-25,0.28,0.0,6,20.2,221,3.3,13.2,23,172470,0.0,1004,6634,5630,0.28,0.85,1,2025-01-26
Aaron Cresswell,2,20,0,0,0,517,2,0,2025-02-03T20:00:00Z,86,4,0,0,0,0,0,1,2,1,39,False,0,24,2024-25,0.12,0.08,2,17.8,234,2.9,9.2,24,175073,2.0,1722,5729,4007,0.2,1.67,1,2025-02-03
Aaron Cresswell,2,20,0,0,0,517,0,0,2025-02-15T15:00:00Z,0,31,0,0,0,0,0,1,0,0,39,True,0,25,2024-25,0.0,0.0,0,0.0,250,0.0,0.0,25,180680,0.0,4820,8938,4118,0.0,0.0,0,2025-02-15
Aaron Cresswell,2,20,0,0,1,517,0,0,2025-02-22T15:00:00Z,90,1,0,0,0,0,0,1,0,6,39,False,0,26,2024-25,0.01,0.0,23,1.1,251,1.7,16.2,26,179523,0.0,-513,3150,3663,0.01,1.22,1,2025-02-22
Aaron Cresswell,2,20,0,3,1,517,0,0,2025-02-27T20:00:00Z,90,8,0,0,0,0,0,0,2,9,39,True,0,27,2024-25,0.71,0.0,37,33.4,266,6.4,30.8,27,195943,0.0,15390,18093,2703,0.71,0.38,1,2025-02-27
Scott McTominay,3,11,0,0,0,381,0,0,2025-01-26T19:00:00Z,0,25,0,0,0,0,0,1,0,0,49,False,0,23,2024-25,0.0,0.0,0,0.0,225,0.0,0.0,23,15524,0.0,-89,0,89,0.0,0.0,0,2025-01-26
Scott McTominay,3,11,0,0,0,381,0,0,2025-02-02T14:00:00Z,0,5,0,0,0,0,0,2,0,0,49,True,0,24,2024-25,0.0,0.0,0,0.0,237,0.0,0.0,24,15450,0.0,-78,0,78,0.0,0.0,0,2025-02-02
Scott McTominay,3,11,0,0,0,381,0,0,2025-02-16T16:30:00Z,0,17,0,0,0,0,0,0,1,0,49,False,0,25,2024-25,0.0,0.0,0,0.0,249,0.0,0.0,25,15378,0.0,-71,0,71,0.0,0.0,0,2025-02-16
Scott McTominay,3,11,0,0,0,381,0,0,2025-02-22T12:30:00Z,0,6,0,0,0,0,0,2,2,0,49,False,0,26,2024-25,0.0,0.0,0,0.0,254,0.0,0.0,26,15335,0.0,-44,0,44,0.0,0.0,0,2025-02-22
Scott McTominay,3,11,0,0,0,381,0,0,2025-02-26T19:30:00Z,0,34,0,0,0,0,0,2,3,0,49,True,0,27,2024-25,0.0,0.0,0,0.0,270,0.0,0.0,27,15308,0.0,-29,0,29,0.0,0.0,0,2025-02-26
John McGinn,3,27,0,0,0,48,0,0,2025-01-26T16:30:00Z,17,20,0,0,0,0,0,1,1,1,52,True,0,23,2024-25,0.0,0.0,0,0.5,221,0.2,0.0,23,72537,2.0,-3385,90,3475,0.0,0.27,0,2025-01-26
John McGinn,3,27,0,0,0,48,2,0,2025-02-01T17:30:00Z,90,26,0,0,0,0,0,0,2,1,52,False,1,24,2024-25,0.01,0.02,10,5.5,240,1.4,2.4,24,72269,6.0,-489,917,1406,0.03,1.63,1,2025-02-01
John McGinn,3,27,0,0,0,48,1,0,2025-02-15T15:00:00Z,90,34,0,0,0,0,0,1,1,2,52,True,0,25,2024-25,0.07,0.1,15,19.6,241,3.8,12.0,25,77004,6.0,4231,5572,1341,0.17,0.37,1,2025-02-15
John McGinn,3,27,0,0,0,48,2,0,2025-02-19T19:30:00Z,85,9,0,0,0,0,0,2,2,2,52,True,0,29,2024-25,0.07,0.0,11,12.5,282,2.2,7.4,25,77004,2.0,4231,5572,1341,0.07,2.44,1,2025-02-19
John McGinn,3,27,0,0,0,48,1,0,2025-02-22T17:30:00Z,90,4,0,0,0,0,0,1,2,1,52,True,1,26,2024-25,0.02,0.04,9,2.5,252,1.0,6.2,26,75770,1.0,-1042,1096,2138,0.06,2.3,1,2025-02-22
John McGinn,3,27,0,0,0,48,4,0,2025-02-25T19:30:00Z,90,5,0,0,0,0,0,1,4,2,52,False,0,27,2024-25,0.02,0.0,24,12.9,263,3.2,14.8,27,75451,4.0,-455,1345,1800,0.02,4.31,1,2025-02-25
Jadon Sancho,3,4,0,0,0,386,2,0,2025-01-25T17:30:00Z,72,10,0,0,0,0,0,1,3,2,62,False,0,23,2024-25,0.04,0.24,5,11.2,227,2.5,4.8,23,128382,9.0,-16351,3420,19771,0.28,2.25,1,2025-01-25
Jadon Sancho,3,4,0,0,0,386,1,0,2025-02-03T20:00:00Z,51,20,0,0,0,0,0,1,2,1,62,True,0,24,2024-25,0.01,0.14,3,1.4,234,1.5,1.4,24,125493,12.0,-4370,6102,10472,0.15,0.29,1,2025-02-03
Jadon Sancho,3,4,0,0,0,386,3,0,2025-02-14T20:00:00Z,69,21,0,0,0,0,0,0,3,2,62,False,0,25,2024-25,0.04,0.0,6,13.5,242,2.9,5.4,25,117894,10.0,-8833,3078,11911,0.04,1.39,0,2025-02-14
Jadon Sancho,3,4,0,0,0,386,1,0,2025-02-22T17:30:00Z,14,27,0,0,0,0,0,1,2,1,62,False,0,26,2024-25,0.01,0.0,6,10.8,252,1.8,5.0,26,113725,2.0,-4902,1926,6828,0.01,0.51,0,2025-02-22
Jadon Sancho,3,4,0,0,1,386,0,0,2025-02-25T20:15:00Z,67,13,0,0,0,0,0,0,4,3,62,True,0,27,2024-25,0.4,0.0,16,25.6,268,4.1,5.4,27,115023,10.0,775,6038,5263,0.4,0.57,1,2025-02-25
Curtis Jones,3,9,0,0,0,324,0,0,2025-01-25T15:00:00Z,0,34,0,0,0,0,0,1,4,0,53,True,0,23,2024-25,0.0,0.0,0,0.0,226,0.0,0.0,23,42052,0.0,-14162,1221,15383,0.0,0.0,0,2025-01-25
Curtis Jones,3,9,1,0,0,324,0,0,2025-02-01T15:00:00Z,29,2,0,0,0,0,0,2,0,4,53,False,0,24,2024-25,0.03,0.38,12,22.0,232,5.3,19.2,24,30817,12.0,-11216,43,11259,0.41,0.64,0,2025-02-01
Curtis Jones,3,9,1,0,0,324,1,0,2025-02-12T19:30:00Z,29,6,0,0,0,1,0,2,2,1,53,False,0,15,2024-25,0.0,0.11,2,1.0,144,0.3,0.0,24,30817,7.0,-11216,43,11259,0.11,0.18,0,2025-02-12
Curtis Jones,3,9,0,0,0,324,0,0,2025-02-16T14:00:00Z,0,26,0,0,0,0,0,1,2,0,53,True,0,25,2024-25,0.0,0.0,0,0.0,246,0.0,0.0,25,28908,0.0,-2419,918,3337,0.0,0.0,0,2025-02-16
Curtis Jones,3,9,0,0,0,324,2,0,2025-02-19T19:30:00Z,90,27,0,0,0,0,0,2,2,2,53,False,0,29,2024-25,0.22,0.03,6,6.0,282,1.6,9.2,25,28908,1.0,-2419,918,3337,0.25,0.73,1,2025-02-19
Curtis Jones,3,9,0,0,1,324,0,0,2025-02-23T16:30:00Z,73,10,0,0,0,0,0,2,0,3,53,False,0,26,2024-25,0.01,0.0,9,1.9,258,0.3,1.0,26,28867,0.0,-278,1016,1294,0.01,0.42,1,2025-02-23
Curtis Jones,3,9,0,0,0,324,0,0,2025-02-26T20:15:00Z,3,23,0,0,0,0,0,0,2,1,53,True,0,27,2024-25,0.01,0.0,4,10.9,269,1.5,4.2,27,29819,0.0,827,1728,901,0.01,0.0,0,2025-02-26
Eddie Nketiah,4,5,0,0,0,11,1,0,2025-01-26T14:00:00Z,18,31,0,0,0,0,0,2,1,1,59,True,0,23,2024-25,0.06,0.09,0,0.8,224,0.4,0.0,23,51638,4.0,-181,2374,2555,0.15,0.36,0,2025-01-26
Eddie Nketiah,4,5,0,0,0,11,0,0,2025-02-02T14:00:00Z,0,11,0,0,0,0,0,2,0,0,59,False,0,24,2024-25,0.0,0.0,0,0.0,237,0.0,0.0,24,51182,0.0,-794,1599,2393,0.0,0.0,0,2025-02-02
Eddie Nketiah,4,5,0,0,0,11,0,0,2025-02-15T17:30:00Z,4,6,0,0,0,0,0,2,1,1,59,True,0,25,2024-25,0.0,0.08,3,0.5,243,1.0,0.0,25,51286,9.0,-453,2550,3003,0.08,0.0,0,2025-02-15
Eddie Nketiah,4,5,0,0,0,11,0,0,2025-02-22T15:00:00Z,0,25,0,0,0,0,0,2,0,0,59,False,0,26,2024-25,0.0,0.0,0,0.0,255,0.0,0.0,26,52107,0.0,552,2198,1646,0.0,0.0,0,2025-02-22
Eddie Nketiah,4,5,0,1,0,11,0,1,2025-02-25T19:30:00Z,4,27,0,0,0,0,0,1,4,6,59,True,0,27,2024-25,0.0,0.97,29,0.0,263,6.5,32.0,27,51813,33.0,-463,1271,1734,0.97,0.02,0,2025-02-25
Pierre-Emile Højbjerg,3,17,0,0,0,490,0,0,2025-01-26T14:00:00Z,0,8,0,0,0,0,0,2,1,0,50,True,0,23,2024-25,0.0,0.0,0,0.0,229,0.0,0.0,23,301,0.0,0,0,0,0.0,0.0,0,2025-01-26
Pierre-Emile Højbjerg,3,17,0,0,0,490,0,0,2025-02-02T14:00:00Z,0,31,0,0,0,0,0,2,0,0,50,False,0,24,2024-25,0.0,0.0,0,0.0,233,0.0,0.0,24,298,0.0,-3,0,3,0.0,0.0,0,2025-02-02
Pierre-Emile Højbjerg,3,17,0,0,0,490,0,0,2025-02-16T16:30:00Z,0,11,0,0,0,0,0,0,1,0,50,True,0,25,2024-25,0.0,0.0,0,0.0,249,0.0,0.0,25,297,0.0,-1,0,1,0.0,0.0,0,2025-02-16
Pierre-Emile Højbjerg,3,17,0,0,0,490,0,0,2025-02-22T15:00:00Z,0,34,0,0,0,0,0,4,1,0,50,False,0,26,2024-25,0.0,0.0,0,0.0,256,0.0,0.0,26,296,0.0,0,0,0,0.0,0.0,0,2025-02-22
Pierre-Emile Højbjerg,3,17,0,0,0,490,0,0,2025-02-26T19:30:00Z,0,10,0,0,0,0,0,1,0,0,50,True,0,27,2024-25,0.0,0.0,0,0.0,265,0.0,0.0,27,297,0.0,0,0,0,0.0,0.0,0,2025-02-26
Taiwo Awoniyi,4,32,0,0,0,424,2,0,2025-01-25T15:00:00Z,11,2,0,0,0,0,0,0,5,1,55,False,0,23,2024-25,0.01,0.0,4,10.8,222,1.5,2.2,23,36611,2.0,-392,1756,2148,0.01,0.76,0,2025-01-25
Taiwo Awoniyi,4,32,0,0,0,424,0,0,2025-02-01T12:30:00Z,8,21,0,0,0,0,0,0,7,1,55,True,0,24,2024-25,0.01,0.36,3,0.3,239,2.5,4.0,24,36481,21.0,-398,1468,1866,0.37,0.2,0,2025-02-01
Taiwo Awoniyi,4,32,0,0,0,424,0,0,2025-02-15T15:00:00Z,0,25,0,0,0,0,0,1,2,0,55,False,0,25,2024-25,0.0,0.0,0,0.0,244,0.0,0.0,25,37089,0.0,237,2653,2416,0.0,0.0,0,2025-02-15
Taiwo Awoniyi,4,32,0,0,0,424,0,0,2025-02-23T14:00:00Z,0,23,0,0,0,0,0,3,4,0,55,False,0,26,2024-25,0.0,0.0,0,0.0,259,0.0,0.0,26,34263,0.0,-2792,158,2950,0.0,0.0,0,2025-02-23
Taiwo Awoniyi,4,32,0,0,0,424,0,0,2025-02-26T19:30:00Z,5,1,0,0,0,0,0,0,0,1,55,True,0,27,2024-25,0.0,0.0,3,0.0,264,0.0,0.0,27,34443,0.0,-12,834,846,0.0,0.06,0,2025-02-26
Amadou Onana,3,27,0,0,0,233,0,0,2025-01-26T16:30:00Z,0,20,0,0,0,0,0,1,1,0,48,True,0,23,2024-25,0.0,0.0,0,0.0,221,0.0,0.0,23,272281,0.0,-10922,697,11619,0.0,0.0,0,2025-01-26
Amadou Onana,3,27,0,0,0,233,1,0,2025-02-01T17:30:00Z,45,26,0,0,0,0,0,0,2,1,48,False,0,24,2024-25,0.02,0.0,11,24.0,240,3.5,10.8,24,263803,0.0,-8589,219,8808,0.02,0.18,0,2025-02-01
Amadou Onana,3,27,0,0,0,233,0,0,2025-02-15T15:00:00Z,0,34,0,0,0,0,0,1,1,0,48,True,0,25,2024-25,0.0,0.0,0,0.0,241,0.0,0.0,25,262113,0.0,-2141,3075,5216,0.0,0.0,0,2025-02-15
Amadou Onana,3,27,0,0,0,233,0,0,2025-02-19T19:30:00Z,0,9,0,0,0,0,0,2,2,0,48,True,0,29,2024-25,0.0,0.0,0,0.0,282,0.0,0.0,25,262113,0.0,-2141,3075,5216,0.0,0.0,0,2025-02-19
Amadou Onana,3,27,0,0,0,233,0,0,2025-02-22T17:30:00Z,0,4,0,0,0,0,0,1,2,0,48,True,0,26,2024-25,0.0,0.0,0,0.0,252,0.0,0.0,26,254799,0.0,-7264,32,7296,0.0,0.0,0,2025-02-22
Amadou Onana,3,27,0,0,0,233,0,0,2025-02-25T19:30:00Z,0,5,0,0,0,0,0,1,4,0,48,False,0,27,2024-25,0.0,0.0,0,0.0,263,0.0,0.0,27,250110,0.0,-4777,33,4810,0.0,0.0,0,2025-02-25
George Hirst,4,34,0,0,0,272,0,0,2025-01-25T15:00:00Z,11,9,0,0,0,0,0,1,4,1,54,False,0,23,2024-25,0.0,0.2,2,0.3,226,2.0,3.0,23,2792,17.0,67,215,148,0.2,0.04,0,2025-01-25
George Hirst,4,34,0,0,0,272,0,0,2025-02-01T15:00:00Z,1,13,0,0,0,0,0,2,1,1,54,True,0,24,2024-25,0.0,0.0,3,0.0,236,0.2,0.0,24,3124,2.0,275,479,204,0.0,0.0,0,2025-02-01
George Hirst,4,34,0,0,0,272,0,0,2025-02-15T15:00:00Z,10,27,0,0,0,0,0,1,1,1,54,False,0,25,2024-25,0.0,0.0,4,0.6,241,0.3,2.2,25,3593,0.0,353,712,359,0.0,0.57,0,2025-02-15
George Hirst,4,34,0,0,0,272,1,0,2025-02-22T15:00:00Z,11,17,0,0,0,0,0,4,1,1,54,True,0,26,2024-25,0.01,0.0,2,1.5,256,0.5,0.0,26,3530,4.0,-88,269,357,0.01,0.05,0,2025-02-22
George Hirst,4,34,0,0,0,272,0,0,2025-02-26T19:30:00Z,10,11,0,0,0,0,0,2,3,1,54,False,0,27,2024-25,0.0,0.09,2,0.0,270,0.4,0.0,27,3515,6.0,-35,131,166,0.09,0.01,0,2025-02-26
André Onana,1,11,0,0,1,383,0,0,2025-01-26T19:00:00Z,90,25,0,0,0,0,2,1,0,6,51,False,0,23,2024-25,0.0,0.0,23,0.0,225,1.9,19.4,23,748343,0.0,-66525,3725,70250,0.0,0.67,1,2025-01-26
André Onana,1,11,0,0,0,383,2,0,2025-02-02T14:00:00Z,90,5,0,0,0,0,1,2,0,1,50,True,0,24,2024-25,0.0,0.0,4,0.0,237,0.7,7.4,24,728772,0.0,-21606,11417,33023,0.0,2.6,1,2025-02-02
André Onana,1,11,0,0,0,383,1,0,2025-02-16T16:30:00Z,90,17,0,0,0,0,6,0,1,4,50,False,0,25,2024-25,0.0,0.0,18,0.0,249,4.3,43.0,25,687696,0.0,-42485,2973,45458,0.0,2.23,1,2025-02-16
André Onana,1,11,0,0,0,383,2,0,2025-02-22T12:30:00Z,90,6,0,0,0,0,6,2,2,3,50,False,0,26,2024-25,0.0,0.0,12,0.0,254,4.6,46.0,26,682439,0.0,-9192,9079,18271,0.0,1.91,1,2025-02-22
André Onana,1,11,0,0,0,383,2,0,2025-02-26T19:30:00Z,90,34,0,0,0,0,1,2,3,1,50,True,0,27,2024-25,0.0,0.0,1,0.0,270,0.7,6.8,27,692450,0.0,6003,23209,17206,0.0,1.43,1,2025-02-26
Conor Bradley,2,9,0,0,0,313,0,0,2025-01-25T15:00:00Z,0,34,0,0,0,0,0,1,4,0,47,True,0,23,2024-25,0.0,0.0,0,0.0,226,0.0,0.0,23,25997,0.0,111,1044,933,0.0,0.0,0,2025-01-25
Conor Bradley,2,9,0,0,0,313,0,0,2025-02-01T15:00:00Z,20,2,0,0,0,0,0,2,0,1,47,False,0,24,2024-25,0.02,0.03,3,0.4,232,1.0,2.4,24,26081,7.0,-259,838,1097,0.05,0.64,0,2025-02-01
Conor Bradley,2,9,0,0,0,313,1,0,2025-02-12T19:30:00Z,60,6,0,0,0,0,0,2,2,1,47,False,1,15,2024-25,0.01,0.0,2,2.3,144,0.8,3.8,24,26081,2.0,-259,838,1097,0.01,0.79,1,2025-02-12
Conor Bradley,2,9,0,0,0,313,1,0,2025-02-16T14:00:00Z,26,26,0,0,0,0,0,1,2,1,47,True,0,25,2024-25,0.01,0.0,0,5.7,246,1.0,4.0,25,30953,0.0,3947,5351,1404,0.01,0.24,0,2025-02-16
Conor Bradley,2,9,0,0,0,313,0,0,2025-02-19T19:30:00Z,23,27,0,0,0,0,0,2,2,1,47,False,0,29,2024-25,0.03,0.0,3,0.3,282,0.2,0.0,25,30953,2.0,3947,5351,1404,0.03,0.04,0,2025-02-19
Conor Bradley,2,9,0,0,0,313,0,0,2025-02-23T16:30:00Z,0,10,0,0,0,0,0,2,0,0,47,False,0,26,2024-25,0.0,0.0,0,0.0,258,0.0,0.0,26,29361,0.0,-1630,696,2326,0.0,0.0,0,2025-02-23
Conor Bradley,2,9,0,0,0,313,0,0,2025-02-26T20:15:00Z,0,23,0,0,0,0,0,0,2,0,47,True,0,27,2024-25,0.0,0.0,0,0.0,269,0.0,0.0,27,27478,0.0,-1905,40,1945,0.0,0.0,0,2025-02-26
Konstantinos Tsimikas,2,9,0,0,0,337,0,0,2025-01-25T15:00:00Z,0,34,0,0,0,0,0,1,4,0,46,True,0,23,2024-25,0.0,0.0,0,0.0,226,0.0,0.0,23,26978,0.0,6220,7461,1241,0.0,0.0,0,2025-01-25
Konstantinos Tsimikas,2,9,0,0,0,337,0,0,2025-02-01T15:00:00Z,0,2,0,0,0,0,0,2,0,0,46,False,0,24,2024-25,0.0,0.0,0,0.0,232,0.0,0.0,24,25474,0.0,-1519,2137,3656,0.0,0.0,0,2025-02-01
Konstantinos Tsimikas,2,9,0,0,0,337,1,0,2025-02-12T19:30:00Z,21,6,0,0,0,0,0,2,2,1,46,False,0,15,2024-25,0.01,0.0,-1,0.4,144,0.3,2.8,24,25474,0.0,-1519,2137,3656,0.01,0.18,0,2025-02-12
Konstantinos Tsimikas,2,9,0,0,0,337,0,0,2025-02-16T14:00:00Z,0,26,0,0,0,0,0,1,2,0,46,True,0,25,2024-25,0.0,0.0,0,0.0,246,0.0,0.0,25,23765,0.0,-2047,883,2930,0.0,0.0,0,2025-02-16
Konstantinos Tsimikas,2,9,0,0,0,337,0,0,2025-02-19T19:30:00Z,0,27,0,0,0,0,0,2,2,0,46,False,0,29,2024-25,0.0,0.0,0,0.0,282,0.0,0.0,25,23765,0.0,-2047,883,2930,0.0,0.0,0,2025-02-19
Konstantinos Tsimikas,2,9,0,0,0,337,0,0,2025-02-23T16:30:00Z,16,10,0,0,0,0,0,2,0,1,46,False,0,26,2024-25,0.0,0.0,4,0.0,258,0.7,3.2,26,22834,4.0,-1234,260,1494,0.0,0.22,0,2025-02-23
Konstantinos Tsimikas,2,9,0,0,1,337,0,0,2025-02-26T20:15:00Z,90,23,0,0,0,0,0,0,2,6,46,True,0,27,2024-25,0.02,0.04,26,5.7,269,2.5,11.0,27,22061,8.0,-878,225,1103,0.06,0.23,1,2025-02-26
Ethan Nwaneri,3,1,0,0,0,12,0,0,2025-01-25T15:00:00Z,45,26,0,0,0,0,0,1,0,1,45,False,0,23,2024-25,0.0,0.24,2,0.8,230,0.7,2.2,23,50248,4.0,3009,8291,5282,0.24,0.45,1,2025-01-25
Ethan Nwaneri,3,1,0,0,0,12,0,1,2025-02-02T16:30:00Z,6,10,0,0,0,0,0,1,5,6,45,True,0,24,2024-25,0.02,0.02,24,14.7,231,5.9,37.6,24,65781,7.0,14541,17528,2987,0.04,0.0,0,2025-02-02
Ethan Nwaneri,3,1,1,3,1,12,0,0,2025-02-15T12:30:00Z,90,8,0,0,0,0,0,2,0,9,45,False,0,25,2024-25,0.57,0.18,45,36.5,245,13.1,43.4,25,146693,51.0,78520,82924,4404,0.75,0.22,1,2025-02-15
Ethan Nwaneri,3,1,0,0,0,12,1,0,2025-02-22T15:00:00Z,80,20,0,0,0,0,0,1,0,2,46,True,0,26,2024-25,0.11,0.01,5,22.7,251,3.9,7.6,26,476081,9.0,327894,332356,4462,0.12,1.07,1,2025-02-22
Ethan Nwaneri,3,1,0,0,1,12,0,0,2025-02-26T19:30:00Z,76,32,0,0,0,0,0,0,0,3,46,False,0,27,2024-25,0.06,0.07,16,13.4,264,3.8,7.8,27,475173,17.0,1790,41774,39984,0.13,0.25,1,2025-02-26
Neco Williams,2,32,0,0,0,437,3,0,2025-01-25T15:00:00Z,65,2,0,0,0,0,0,0,5,1,44,False,0,23,2024-25,0.0,0.06,-7,1.2,222,0.8,2.6,23,236194,4.0,6197,19779,13582,0.06,0.87,1,2025-01-25
Neco Williams,2,32,0,0,1,437,0,1,2025-02-01T12:30:00Z,90,21,0,0,0,0,0,0,7,12,44,True,0,24,2024-25,0.01,0.41,37,2.2,239,7.6,52.2,24,226004,22.0,-9360,5255,14615,0.42,0.88,1,2025-02-01
Neco Williams,2,32,0,0,0,437,2,0,2025-02-15T15:00:00Z,90,25,0,0,0,0,0,1,2,1,44,False,0,25,2024-25,0.02,0.1,12,8.3,244,3.8,12.8,25,255352,17.0,24511,31486,6975,0.12,2.18,1,2025-02-15
Neco Williams,2,32,0,0,0,437,4,0,2025-02-23T14:00:00Z,90,23,0,0,0,0,0,3,4,0,44,False,0,26,2024-25,0.14,0.0,-4,13.5,259,3.0,12.8,26,251804,4.0,-2684,7779,10463,0.14,3.05,1,2025-02-23
Neco Williams,2,32,0,3,1,437,0,0,2025-02-26T19:30:00Z,90,1,0,0,0,0,0,0,0,9,44,True,0,27,2024-25,0.0,0.1,31,1.9,264,3.1,21.8,27,244114,7.0,-7930,4783,12713,0.1,0.99,1,2025-02-26
Wilson Odobert,3,17,0,0,0,612,0,0,2025-01-26T14:00:00Z,0,8,0,0,0,0,0,2,1,0,53,True,0,23,2024-25,0.0,0.0,0,0.0,229,0.0,0.0,23,2404,0.0,-19,10,29,0.0,0.0,0,2025-01-26
Wilson Odobert,3,17,0,0,0,612,0,0,2025-02-02T14:00:00Z,0,31,0,0,0,0,0,2,0,0,53,False,0,24,2024-25,0.0,0.0,0,0.0,233,0.0,0.0,24,2396,0.0,-11,9,20,0.0,0.0,0,2025-02-02
Wilson Odobert,3,17,0,0,0,612,0,0,2025-02-16T16:30:00Z,3,11,0,0,0,0,0,0,1,1,53,True,0,25,2024-25,0.0,0.0,4,0.1,249,0.2,2.2,25,2382,0.0,-16,13,29,0.0,0.1,0,2025-02-16
Wilson Odobert,3,17,0,0,0,612,0,0,2025-02-22T15:00:00Z,16,34,0,0,0,0,0,4,1,1,53,False,0,26,2024-25,0.0,0.0,2,0.6,256,0.3,0.0,26,2539,2.0,137,164,27,0.0,0.03,0,2025-02-22
Wilson Odobert,3,17,0,0,0,612,1,0,2025-02-26T19:30:00Z,66,10,0,0,0,0,0,1,0,2,53,True,0,27,2024-25,0.02,0.23,5,3.4,265,4.7,3.4,27,2593,40.0,39,97,58,0.25,2.07,1,2025-02-26
Enes Ünal,4,2,0,0,0,65,0,0,2025-01-25T15:00:00Z,0,32,0,0,0,0,0,0,5,0,54,True,0,23,2024-25,0.0,0.0,0,0.0,222,0.0,0.0,23,11393,0.0,-2794,66,2860,0.0,0.0,0,2025-01-25
