season,gw,fpl_element,local_understat_id,local_understat_fixture,fpl_name,understat_name,position,fpl_team,understat_team,opponent_fpl_team_number,fpl_kickoff_time,understat_date,value,points,minutes,goals_scored,xG,goals_conceded,assists,xA,yellow_cards,red_cards,clean_sheets,key_passes,own_goals,penalties_missed,penalties_saved,saves,bonus,team_a_score,team_h_score,was_home,expected_assists,expected_goals
2024-25,6,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,17,2024-09-29T15:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,0,True,0.0,0.0
2024-25,7,376,108632.0,3869.0,Victor Lindelöf,Victor Lindelöf,2,11,Manchester United,27,2024-10-06T13:00:00Z,2024-10-06,43,0,45,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,False,0.01,0.0
2024-25,8,376,108766.0,3874.0,Victor Lindelöf,Victor Lindelöf,2,11,Manchester United,31,2024-10-19T14:00:00Z,2024-10-19,43,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,9,376,109240.0,3889.0,Victor Lindelöf,Victor Lindelöf,2,11,Manchester United,20,2024-10-27T14:00:00Z,2024-10-27,43,1,6,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,False,0.01,0.0
2024-25,10,376,109436.0,3896.0,Victor Lindelöf,Victor Lindelöf,2,11,Manchester United,4,2024-11-03T16:30:00Z,2024-11-03,43,1,6,0,0.0,0,0,0.05,0,0,0,1.0,0,0,0,0,0,1,1,True,0.02,0.0
2024-25,11,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,8,2024-11-10T14:00:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,12,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,34,2024-11-24T16:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,13,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,6,2024-12-01T13:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,4,True,0.0,0.0
2024-25,14,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,1,2024-12-04T20:15:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,15,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,32,2024-12-07T17:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,2,True,0.0,0.0
2024-25,16,376,111122.0,3951.0,Victor Lindelöf,Victor Lindelöf,2,11,Manchester United,10,2024-12-15T16:30:00Z,2024-12-15,43,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,1,False,0.0,0.0
2024-25,17,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,2,2024-12-22T14:00:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,0,True,0.0,0.0
2024-25,18,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,26,2024-12-26T17:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,19,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,23,2024-12-30T20:00:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,True,0.0,0.0
2024-25,20,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,9,2025-01-05T16:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.0
2024-25,21,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,13,2025-01-16T20:00:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,22,376,,,Victor Lindelöf,Victor Lindelöf,2,11,,21,2025-01-19T14:00:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,True,0.0,0.0
2024-25,6,236,108118.0,3853.0,James Tarkowski,James Tarkowski,2,6,Everton,5,2024-09-28T14:00:00Z,2024-09-28,48,2,90,0,0.14,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.01,0.26
2024-25,7,236,108578.0,3868.0,James Tarkowski,James Tarkowski,2,6,Everton,23,2024-10-05T16:30:00Z,2024-10-05,48,8,90,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,2,0,0,True,0.01,0.0
2024-25,8,236,108743.0,3873.0,James Tarkowski,James Tarkowski,2,6,Everton,34,2024-10-19T14:15:00Z,2024-10-19,48,6,90,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,2,0,False,0.0,0.0
2024-25,9,236,109124.0,3886.0,James Tarkowski,James Tarkowski,2,6,Everton,25,2024-10-26T16:30:00Z,2024-10-26,48,1,90,0,0.0,1,0,0.07,1,0,0,2.0,0,0,0,0,0,1,1,True,0.15,0.0
2024-25,10,236,109501.0,3898.0,James Tarkowski,James Tarkowski,2,6,Everton,13,2024-11-02T15:00:00Z,2024-11-02,48,1,90,0,0.02,1,0,0.67,1,0,0,1.0,0,0,0,0,0,0,1,False,0.45,0.02
2024-25,11,236,109827.0,3909.0,James Tarkowski,James Tarkowski,2,6,Everton,20,2024-11-09T15:00:00Z,2024-11-09,48,8,90,0,0.07,0,0,0.0,0,0,1,0.0,0,0,0,0,2,0,0,False,0.01,0.06
2024-25,12,236,109965.0,3914.0,James Tarkowski,James Tarkowski,2,6,Everton,31,2024-11-23T15:00:00Z,2024-11-23,48,7,90,0,0.0,0,0,0.18,0,0,1,3.0,0,0,0,0,1,0,0,True,0.11,0.0
2024-25,13,236,110345.0,3926.0,James Tarkowski,James Tarkowski,2,6,Everton,11,2024-12-01T13:30:00Z,2024-12-01,48,0,81,0,0.0,4,0,0.0,0,0,0,0.0,0,0,0,0,0,0,4,False,0.08,0.0
2024-25,14,236,110577.0,3934.0,James Tarkowski,James Tarkowski,2,6,Everton,26,2024-12-04T19:30:00Z,2024-12-04,48,6,90,0,0.06,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,4,True,0.0,0.03
2024-25,16,236,111173.0,3953.0,James Tarkowski,James Tarkowski,2,6,Everton,1,2024-12-14T15:00:00Z,2024-12-14,48,6,90,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,False,0.07,0.0
2024-25,17,236,111424.0,3962.0,James Tarkowski,James Tarkowski,2,6,Everton,4,2024-12-22T14:00:00Z,2024-12-22,48,6,90,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,True,0.0,0.0
2024-25,18,236,111829.0,3975.0,James Tarkowski,James Tarkowski,2,6,Everton,10,2024-12-26T12:30:00Z,2024-12-26,48,2,90,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,19,236,112066.0,3983.0,James Tarkowski,James Tarkowski,2,6,Everton,32,2024-12-29T15:00:00Z,2024-12-29,48,0,90,0,0.0,2,0,0.0,1,0,0,0.0,0,0,0,0,0,2,0,True,0.13,0.0
2024-25,20,236,112294.0,3990.0,James Tarkowski,James Tarkowski,2,6,Everton,2,2025-01-04T15:00:00Z,2025-01-04,48,2,90,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,21,236,112629.0,4002.0,James Tarkowski,James Tarkowski,2,6,Everton,27,2025-01-15T19:30:00Z,2025-01-15,48,2,90,0,0.0,1,0,0.06,0,0,0,1.0,0,0,0,0,0,1,0,True,0.03,0.0
2024-25,22,236,112955.0,4013.0,James Tarkowski,James Tarkowski,2,6,Everton,17,2025-01-19T14:00:00Z,2025-01-19,48,1,90,0,0.29,2,0,0.44,0,0,0,1.0,0,0,0,0,0,2,3,True,0.37,0.19
2024-25,6,205,108136.0,3853.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,6,2024-09-28T14:00:00Z,2024-09-28,53,2,61,0,0.0,2,0,0.05,0,0,0,1.0,0,0,0,0,0,1,2,False,0.07,0.0
2024-25,7,205,108370.0,3861.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,9,2024-10-05T11:30:00Z,2024-10-05,52,1,2,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,True,0.0,0.0
2024-25,8,205,108839.0,3876.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,32,2024-10-21T19:00:00Z,2024-10-21,52,1,87,0,0.12,1,0,0.09,1,0,0,2.0,0,0,0,0,0,0,1,False,0.03,0.2
2024-25,9,205,109194.0,3888.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,17,2024-10-27T14:00:00Z,2024-10-27,52,1,2,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.01,0.0
2024-25,10,205,109564.0,3900.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,26,2024-11-02T17:30:00Z,2024-11-02,51,2,90,0,0.19,2,0,0.19,0,0,0,3.0,0,0,0,0,0,2,2,False,0.2,0.15
2024-25,11,205,109699.0,3905.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,25,2024-11-09T15:00:00Z,2024-11-09,51,-1,75,0,0.0,2,0,0.13,0,1,0,1.0,0,0,0,0,0,2,0,True,0.05,0.0
2024-25,12,205,,,Daichi Kamada,Daichi Kamada,3,5,,27,2024-11-23T15:00:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.0
2024-25,13,205,,,Daichi Kamada,Daichi Kamada,3,5,,23,2024-11-30T15:00:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.0
2024-25,14,205,,,Daichi Kamada,Daichi Kamada,3,5,,34,2024-12-03T19:30:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,False,0.0,0.0
2024-25,15,205,,,Daichi Kamada,Daichi Kamada,3,5,,10,2024-12-07T15:00:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,16,205,111210.0,3954.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,21,2024-12-15T14:00:00Z,2024-12-15,51,1,30,0,0.0,1,0,0.27,0,0,0,1.0,0,0,0,0,0,3,1,False,0.19,0.0
2024-25,17,205,111457.0,3963.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,1,2024-12-21T17:30:00Z,2024-12-21,51,2,60,0,0.02,4,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,True,0.01,0.02
2024-25,18,205,111693.0,3970.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,2,2024-12-26T15:00:00Z,2024-12-26,51,1,8,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,False,0.04,0.0
2024-25,19,205,112045.0,3982.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,13,2024-12-29T15:00:00Z,2024-12-29,51,1,4,0,0.07,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.01,0.04
2024-25,20,205,112376.0,3993.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,4,2025-01-04T15:00:00Z,2025-01-04,51,1,21,0,0.01,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.01
2024-25,21,205,112710.0,4004.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,8,2025-01-15T19:30:00Z,2025-01-15,51,1,28,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,False,0.01,0.0
2024-25,22,205,113157.0,4019.0,Daichi Kamada,Daichi Kamada,3,5,Crystal Palace,20,2025-01-18T15:00:00Z,2025-01-18,51,3,90,0,0.05,0,0,0.0,0,0,1,0.0,0,0,0,0,0,2,0,False,0.04,0.07
2024-25,6,650,108132.0,3853.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,6,2024-09-28T14:00:00Z,2024-09-28,45,4,90,0,0.08,2,1,0.5,0,0,0,1.0,0,0,0,0,0,1,2,False,0.15,0.16
2024-25,7,650,108359.0,3861.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,9,2024-10-05T11:30:00Z,2024-10-05,45,2,90,0,0.0,1,0,0.1,0,0,0,1.0,0,0,0,0,0,1,0,True,0.19,0.0
2024-25,8,650,108832.0,3876.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,32,2024-10-21T19:00:00Z,2024-10-21,45,2,90,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.01,0.0
2024-25,9,650,109184.0,3888.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,17,2024-10-27T14:00:00Z,2024-10-27,45,5,90,0,0.05,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,True,0.0,0.1
2024-25,10,650,109559.0,3900.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,26,2024-11-02T17:30:00Z,2024-11-02,45,1,90,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.0
2024-25,11,650,109692.0,3905.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,25,2024-11-09T15:00:00Z,2024-11-09,45,0,90,0,0.01,2,0,0.0,1,0,0,0.0,0,0,0,0,0,2,0,True,0.01,0.02
2024-25,12,650,110007.0,3915.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,27,2024-11-23T15:00:00Z,2024-11-23,45,1,90,0,0.03,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.05
2024-25,13,650,110269.0,3924.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,23,2024-11-30T15:00:00Z,2024-11-30,45,2,90,0,0.15,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.01,0.2
2024-25,14,650,110653.0,3936.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,34,2024-12-03T19:30:00Z,2024-12-03,45,8,90,0,0.08,0,0,0.0,0,0,1,0.0,0,0,0,0,2,1,0,False,0.0,0.19
2024-25,15,650,110946.0,3946.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,10,2024-12-07T15:00:00Z,2024-12-07,45,7,90,1,0.52,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.52
2024-25,16,650,111200.0,3954.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,21,2024-12-15T14:00:00Z,2024-12-15,45,2,90,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,17,650,111450.0,3963.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,1,2024-12-21T17:30:00Z,2024-12-21,45,0,90,0,0.09,5,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,True,0.01,0.17
2024-25,18,650,111683.0,3970.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,2,2024-12-26T15:00:00Z,2024-12-26,45,6,90,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,False,0.01,0.0
2024-25,19,650,112035.0,3982.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,13,2024-12-29T15:00:00Z,2024-12-29,45,2,90,0,0.04,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.01,0.04
2024-25,20,650,112366.0,3993.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,4,2025-01-04T15:00:00Z,2025-01-04,45,2,90,0,0.02,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.04
2024-25,21,650,112700.0,4004.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,8,2025-01-15T19:30:00Z,2025-01-15,45,8,90,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,2,2,0,False,0.0,0.0
2024-25,22,650,113152.0,4019.0,Maxence Lacroix,Maxence Lacroix,2,5,Crystal Palace,20,2025-01-18T15:00:00Z,2025-01-18,45,7,90,0,0.1,0,0,0.0,0,0,1,0.0,0,0,0,0,1,2,0,False,0.0,0.11
2024-25,6,588,108192.0,3855.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,31,2024-09-28T14:00:00Z,2024-09-28,50,2,90,0,0.01,1,0,0.03,0,0,0,1.0,0,0,0,0,0,1,1,False,0.02,0.01
2024-25,7,588,108456.0,3864.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,34,2024-10-05T14:00:00Z,2024-10-05,49,2,69,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,4,True,0.01,0.0
2024-25,8,588,108684.0,3871.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,17,2024-10-19T11:30:00Z,2024-10-19,49,2,69,0,0.0,4,0,0.0,0,0,0,0.0,0,0,0,0,0,1,4,False,0.0,0.0
2024-25,9,588,109217.0,3889.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,11,2024-10-27T14:00:00Z,2024-10-27,49,2,90,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.01,0.0
2024-25,10,588,109474.0,3897.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,32,2024-11-02T15:00:00Z,2024-11-02,49,0,45,0,0.0,1,0,0.0,1,0,0,0.0,0,0,0,0,0,0,3,False,0.01,0.0
2024-25,11,588,109815.0,3909.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,6,2024-11-09T15:00:00Z,2024-11-09,49,3,66,0,0.02,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,True,0.01,0.02
2024-25,12,588,109927.0,3912.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,23,2024-11-25T20:00:00Z,2024-11-25,49,1,6,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,False,0.0,0.0
2024-25,13,588,110432.0,3929.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,1,2024-11-30T17:30:00Z,2024-11-30,49,1,13,0,0.02,0,0,0.05,0,0,0,1.0,0,0,0,0,0,5,2,True,0.01,0.06
2024-25,14,588,,,Guido Rodríguez,Guido Rodríguez,3,20,,8,2024-12-03T20:15:00Z,,48,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,False,0.0,0.0
2024-25,15,588,110925.0,3945.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,26,2024-12-09T20:00:00Z,2024-12-09,48,0,3,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,16,588,,,Guido Rodríguez,Guido Rodríguez,3,20,,2,2024-12-16T20:00:00Z,,48,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,17,588,111523.0,3965.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,21,2024-12-21T15:00:00Z,2024-12-21,48,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.0
2024-25,18,588,111927.0,3978.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,13,2024-12-26T15:00:00Z,2024-12-26,48,2,67,0,0.04,0,0,0.03,1,0,1,1.0,0,0,0,0,0,1,0,False,0.0,0.08
2024-25,19,588,,,Guido Rodríguez,Guido Rodríguez,3,20,,9,2024-12-29T17:15:00Z,,48,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,0,True,0.0,0.0
2024-25,20,588,,,Guido Rodríguez,Guido Rodríguez,3,20,,10,2025-01-04T15:00:00Z,,48,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,4,False,0.0,0.0
2024-25,21,588,112750.0,4006.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,25,2025-01-14T19:30:00Z,2025-01-14,48,2,80,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,3,True,0.0,0.0
2024-25,22,588,113141.0,4019.0,Guido Rodríguez,Guido Rodríguez,3,20,West Ham,5,2025-01-18T15:00:00Z,2025-01-18,48,1,45,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,True,0.0,0.0
2024-25,6,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,21,2024-09-28T14:00:00Z,,44,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,187,108558.0,3867.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,32,2024-10-06T13:00:00Z,2024-10-06,44,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.0
2024-25,8,187,108894.0,3878.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,9,2024-10-20T15:30:00Z,2024-10-20,44,-1,52,0,0.0,2,0,0.0,1,0,0,0.0,0,0,0,0,0,1,2,False,0.0,0.0
2024-25,9,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,23,2024-10-27T14:00:00Z,,44,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,10,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,11,2024-11-03T16:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,11,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,1,2024-11-10T16:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.0
2024-25,12,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,8,2024-11-23T12:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,1,False,0.0,0.0
2024-25,13,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,27,2024-12-01T13:30:00Z,,42,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,14,187,110779.0,3940.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,13,2024-12-04T19:30:00Z,2024-12-04,42,2,90,0,0.17,1,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.02,0.17
2024-25,15,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,17,2024-12-08T16:30:00Z,,42,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,4,3,False,0.0,0.0
2024-25,16,187,111217.0,3955.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,31,2024-12-15T19:00:00Z,2024-12-15,42,2,90,0,0.09,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.01,0.13
2024-25,17,187,111439.0,3962.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,6,2024-12-22T14:00:00Z,2024-12-22,42,9,90,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,3,0,0,False,0.01,0.0
2024-25,18,187,111758.0,3973.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,25,2024-12-26T15:00:00Z,2024-12-26,42,1,90,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,1,True,0.01,0.0
2024-25,19,187,112145.0,3985.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,34,2024-12-30T19:45:00Z,2024-12-30,42,1,90,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.02,0.0
2024-25,20,187,,,Tosin Adarabioyo,Tosin Adarabioyo,2,4,,5,2025-01-04T15:00:00Z,,42,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,187,112788.0,4007.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,2,2025-01-14T19:30:00Z,2025-01-14,42,1,19,0,0.01,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.01
2024-25,22,187,112926.0,4012.0,Tosin Adarabioyo,Tosin Adarabioyo,2,4,Chelsea,26,2025-01-20T20:00:00Z,2025-01-20,42,7,90,1,0.48,1,0,0.0,1,0,0,0.0,0,0,0,0,0,1,3,True,0.02,0.24
2024-25,6,335,108253.0,3857.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,26,2024-09-28T16:30:00Z,2024-09-28,60,2,88,0,0.0,1,0,0.63,0,0,0,1.0,0,0,0,0,0,2,1,False,0.56,0.0
2024-25,7,335,108388.0,3861.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,5,2024-10-05T11:30:00Z,2024-10-05,60,1,11,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,False,0.0,0.0
2024-25,8,335,108881.0,3878.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,4,2024-10-20T15:30:00Z,2024-10-20,60,2,90,0,0.0,1,0,0.08,0,0,0,1.0,0,0,0,0,0,1,2,True,0.01,0.0
2024-25,9,335,109261.0,3890.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,1,2024-10-27T16:30:00Z,2024-10-27,60,1,62,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.0
2024-25,10,335,,,Andrew Robertson,Andrew Robertson,2,9,,21,2024-11-02T15:00:00Z,,60,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,11,335,109726.0,3906.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,27,2024-11-09T20:00:00Z,2024-11-09,59,8,90,0,0.0,0,0,0.47,0,0,1,2.0,0,0,0,0,2,0,2,True,0.26,0.0
2024-25,12,335,110163.0,3920.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,13,2024-11-24T14:00:00Z,2024-11-24,59,1,90,0,0.0,2,0,0.16,0,0,0,5.0,0,0,0,0,0,3,2,False,0.15,0.0
2024-25,13,335,110300.0,3925.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,10,2024-12-01T16:00:00Z,2024-12-01,59,6,90,0,0.05,0,0,0.49,0,0,1,1.0,0,0,0,0,0,0,2,True,0.19,0.05
2024-25,14,335,110750.0,3939.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,23,2024-12-04T19:30:00Z,2024-12-04,59,1,90,0,0.0,3,0,0.07,0,0,0,1.0,0,0,0,0,0,3,3,False,0.07,0.0
2024-25,16,335,111068.0,3950.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,25,2024-12-14T15:00:00Z,2024-12-14,59,-3,16,0,0.0,2,0,0.0,0,1,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,17,335,111562.0,3966.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,17,2024-12-22T16:30:00Z,2024-12-22,59,1,90,0,0.0,3,0,0.06,0,0,0,1.0,0,0,0,0,0,6,3,False,0.13,0.0
2024-25,18,335,111786.0,3974.0,Andrew Robertson,Andrew Robertson,2,9,Liverpool,8,2024-12-26T20:00:00Z,2024-12-26,59,1,85,0,0.03,1,0,0.12,1,0,0,2.0,0,0,0,0,0,1,3,True,0.25,0.04
