season,gw,fpl_element,local_understat_id,local_understat_fixture,fpl_name,understat_name,position,fpl_team,understat_team,opponent_fpl_team_number,fpl_kickoff_time,understat_date,value,points,minutes,goals_scored,xG,goals_conceded,assists,xA,yellow_cards,red_cards,clean_sheets,key_passes,own_goals,penalties_missed,penalties_saved,saves,bonus,team_a_score,team_h_score,was_home,expected_assists,expected_goals
2024-25,12,177,110107.0,3918.0,Noni Madueke,Noni Madueke,3,4,Chelsea,8,2024-11-23T12:30:00Z,2024-11-23,64,3,84,0,0.54,0,0,0.1,0,0,1,2.0,0,0,0,0,0,2,1,False,0.05,0.47
2024-25,13,177,110251.0,3923.0,Noni Madueke,Noni Madueke,3,4,Chelsea,27,2024-12-01T13:30:00Z,2024-12-01,64,3,19,0,0.04,0,1,0.03,1,0,0,1.0,0,0,0,0,0,0,3,True,0.01,0.07
2024-25,14,177,110783.0,3940.0,Noni Madueke,Noni Madueke,3,4,Chelsea,13,2024-12-04T19:30:00Z,2024-12-04,63,13,71,1,1.99,1,1,0.19,0,0,0,1.0,0,0,0,0,3,5,1,False,0.15,1.18
2024-25,15,177,110913.0,3944.0,Noni Madueke,Noni Madueke,3,4,Chelsea,17,2024-12-08T16:30:00Z,2024-12-08,63,1,4,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,4,3,False,0.0,0.0
2024-25,16,177,111222.0,3955.0,Noni Madueke,Noni Madueke,3,4,Chelsea,31,2024-12-15T19:00:00Z,2024-12-15,63,6,90,0,0.65,1,1,0.42,0,0,0,2.0,0,0,0,0,1,1,2,True,0.11,0.48
2024-25,17,177,111448.0,3962.0,Noni Madueke,Noni Madueke,3,4,Chelsea,6,2024-12-22T14:00:00Z,2024-12-22,63,1,14,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,False,0.0,0.0
2024-25,18,177,,,Noni Madueke,Noni Madueke,3,4,,25,2024-12-26T15:00:00Z,,63,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,1,True,0.0,0.0
2024-25,19,177,112149.0,3985.0,Noni Madueke,Noni Madueke,3,4,Chelsea,34,2024-12-30T19:45:00Z,2024-12-30,63,2,76,0,0.24,2,0,0.07,0,0,0,1.0,0,0,0,0,0,0,2,False,0.07,0.19
2024-25,20,177,112389.0,3993.0,Noni Madueke,Noni Madueke,3,4,Chelsea,5,2025-01-04T15:00:00Z,2025-01-04,62,1,4,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,177,112782.0,4007.0,Noni Madueke,Noni Madueke,3,4,Chelsea,2,2025-01-14T19:30:00Z,2025-01-14,62,2,80,0,0.19,2,0,0.2,0,0,0,2.0,0,0,0,0,0,2,2,True,0.32,0.15
2024-25,22,177,112930.0,4012.0,Noni Madueke,Noni Madueke,3,4,Chelsea,26,2025-01-20T20:00:00Z,2025-01-20,61,7,83,1,1.16,1,0,0.08,0,0,0,1.0,0,0,0,0,0,1,3,True,0.33,1.19
2024-25,6,491,108319.0,3859.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,11,2024-09-29T15:30:00Z,2024-09-29,64,11,75,1,0.99,0,1,0.13,1,0,1,1.0,0,0,0,0,1,3,0,False,0.15,0.97
2024-25,7,491,108657.0,3870.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,21,2024-10-06T15:30:00Z,2024-10-06,65,7,90,1,0.52,3,0,0.09,0,0,0,2.0,0,0,0,0,0,2,3,False,0.01,0.69
2024-25,8,491,108671.0,3871.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,20,2024-10-19T11:30:00Z,2024-10-19,66,2,90,0,0.49,1,0,0.05,0,0,0,2.0,0,0,0,0,0,1,4,True,0.04,0.89
2024-25,9,491,109205.0,3888.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,5,2024-10-27T14:00:00Z,2024-10-27,67,1,90,0,0.21,1,0,0.35,1,0,0,1.0,0,0,0,0,0,0,1,False,0.05,0.27
2024-25,10,491,109520.0,3899.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,27,2024-11-03T14:00:00Z,2024-11-03,67,8,90,1,0.59,1,0,0.0,0,0,0,0.0,0,0,0,0,1,1,4,True,0.03,0.59
2024-25,11,491,109790.0,3908.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,34,2024-11-10T14:00:00Z,2024-11-10,67,2,83,0,0.71,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,1,True,0.02,0.77
2024-25,12,491,110143.0,3919.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,10,2024-11-23T17:30:00Z,2024-11-23,67,6,27,1,1.45,0,0,0.0,0,0,0,0.0,0,0,0,0,0,4,0,False,0.0,1.13
2024-25,13,491,110398.0,3928.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,25,2024-12-01T13:30:00Z,2024-12-01,67,10,90,1,0.4,1,0,0.0,0,0,0,0.0,0,0,0,0,3,1,1,True,0.01,0.31
2024-25,14,491,110509.0,3931.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,2,2024-12-05T20:15:00Z,2024-12-05,67,2,90,0,0.0,1,0,0.02,0,0,0,1.0,0,0,0,0,0,0,1,False,0.03,0.0
2024-25,15,491,110890.0,3944.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,4,2024-12-08T16:30:00Z,2024-12-08,67,4,52,0,0.0,1,1,0.42,0,0,0,1.0,0,0,0,0,0,4,3,True,0.16,0.0
2024-25,16,491,111301.0,3957.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,13,2024-12-15T19:00:00Z,2024-12-15,67,0,45,0,0.53,0,0,0.0,1,0,0,0.0,0,0,0,0,0,5,0,False,0.0,0.43
2024-25,17,491,111557.0,3966.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,9,2024-12-22T16:30:00Z,2024-12-22,66,4,32,0,0.11,2,1,0.57,0,0,0,1.0,0,0,0,0,0,6,3,True,0.26,0.13
2024-25,18,491,111896.0,3977.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,32,2024-12-26T15:00:00Z,2024-12-26,65,2,90,0,0.62,1,0,0.02,0,0,0,1.0,0,0,0,0,0,0,1,False,0.05,0.39
2024-25,19,491,112221.0,3988.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,26,2024-12-29T15:00:00Z,2024-12-29,65,9,63,1,0.12,1,0,0.0,0,0,0,0.0,0,0,0,0,2,2,2,True,0.02,0.15
2024-25,20,491,112517.0,3998.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,23,2025-01-04T12:30:00Z,2025-01-04,65,2,90,0,0.14,2,0,0.07,0,0,0,1.0,0,0,0,0,0,2,1,True,0.04,0.21
2024-25,21,491,112599.0,4000.0,Brennan Johnson,Brennan Johnson,3,17,Tottenham,1,2025-01-15T20:00:00Z,2025-01-15,64,1,45,0,0.03,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,False,0.01,0.05
2024-25,22,491,,,Brennan Johnson,Brennan Johnson,3,17,,6,2025-01-19T14:00:00Z,,64,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,3,False,0.0,0.0
2024-25,6,265,,,Conor Chaplin,Conor Chaplin,3,34,,27,2024-09-29T13:00:00Z,,53,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,7,265,108480.0,3864.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,20,2024-10-05T14:00:00Z,2024-10-05,52,1,7,0,0.0,0,0,0.09,0,0,0,1.0,0,0,0,0,0,1,4,False,0.02,0.0
2024-25,8,265,108738.0,3873.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,6,2024-10-19T14:15:00Z,2024-10-19,52,1,27,0,0.09,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,True,0.0,0.15
2024-25,9,265,109081.0,3884.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,31,2024-10-26T14:00:00Z,2024-10-26,52,5,72,0,0.0,3,1,0.36,0,0,0,2.0,0,0,0,0,0,3,4,False,0.13,0.0
2024-25,10,265,109370.0,3894.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,8,2024-11-02T15:00:00Z,2024-11-02,52,2,80,0,0.09,0,0,0.0,1,0,1,0.0,0,0,0,0,0,1,1,True,0.04,0.16
2024-25,11,265,,,Conor Chaplin,Conor Chaplin,3,34,,17,2024-11-10T14:00:00Z,,52,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,1,False,0.0,0.0
2024-25,12,265,110066.0,3917.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,11,2024-11-24T16:30:00Z,2024-11-24,51,1,8,0,0.47,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.06,0.2
2024-25,13,265,110382.0,3927.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,32,2024-11-30T15:00:00Z,2024-11-30,51,2,73,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.01,0.0
2024-25,14,265,110649.0,3936.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,5,2024-12-03T19:30:00Z,2024-12-03,51,1,24,0,0.0,0,0,0.01,0,0,0,1.0,0,0,0,0,0,1,0,True,0.04,0.0
2024-25,15,265,111009.0,3948.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,2,2024-12-08T14:00:00Z,2024-12-08,51,7,90,1,0.39,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,1,True,0.02,0.48
2024-25,16,265,111265.0,3956.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,26,2024-12-14T15:00:00Z,2024-12-14,51,5,74,0,0.1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,2,1,False,0.01,0.19
2024-25,17,265,111645.0,3969.0,Conor Chaplin,Conor Chaplin,3,34,Ipswich,23,2024-12-21T15:00:00Z,2024-12-21,51,2,61,0,0.0,4,0,0.28,0,0,0,2.0,0,0,0,0,0,4,0,True,0.19,0.0
2024-25,18,265,,,Conor Chaplin,Conor Chaplin,3,34,,1,2024-12-27T20:15:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,19,265,,,Conor Chaplin,Conor Chaplin,3,34,,4,2024-12-30T19:45:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,20,265,,,Conor Chaplin,Conor Chaplin,3,34,,25,2025-01-05T14:00:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.0
2024-25,21,265,,,Conor Chaplin,Conor Chaplin,3,34,,21,2025-01-16T19:30:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,True,0.0,0.0
2024-25,22,265,,,Conor Chaplin,Conor Chaplin,3,34,,10,2025-01-19T16:30:00Z,,51,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,6,0,True,0.0,0.0
2024-25,6,472,,,Jack Stephens,Jack Stephens,2,13,,2,2024-09-30T19:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,False,0.0,0.0
2024-25,7,472,,,Jack Stephens,Jack Stephens,2,13,,1,2024-10-05T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,False,0.0,0.0
2024-25,8,472,,,Jack Stephens,Jack Stephens,2,13,,8,2024-10-19T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,2,True,0.0,0.0
2024-25,9,472,109014.0,3882.0,Jack Stephens,Jack Stephens,2,13,Southampton,10,2024-10-26T14:00:00Z,2024-10-26,40,2,90,0,0.0,1,0,0.23,0,0,0,1.0,0,0,0,0,0,0,1,False,0.01,0.0
2024-25,10,472,109485.0,3898.0,Jack Stephens,Jack Stephens,2,13,Southampton,6,2024-11-02T15:00:00Z,2024-11-02,40,6,78,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,1,True,0.03,0.0
2024-25,11,472,109857.0,3910.0,Jack Stephens,Jack Stephens,2,13,Southampton,26,2024-11-09T15:00:00Z,2024-11-09,40,0,59,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.05,0.0
2024-25,12,472,110146.0,3920.0,Jack Stephens,Jack Stephens,2,13,Southampton,9,2024-11-24T14:00:00Z,2024-11-24,40,0,90,0,0.07,3,0,0.0,1,0,0,0.0,0,0,0,0,0,3,2,True,0.01,0.05
2024-25,13,472,110225.0,3922.0,Jack Stephens,Jack Stephens,2,13,Southampton,21,2024-11-29T20:00:00Z,2024-11-29,40,4,90,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,2,1,1,False,0.0,0.0
2024-25,14,472,110763.0,3940.0,Jack Stephens,Jack Stephens,2,13,Southampton,4,2024-12-04T19:30:00Z,2024-12-04,40,-4,38,0,0.0,5,0,0.0,0,1,0,0.0,0,0,0,0,0,5,1,True,0.0,0.0
2024-25,15,472,,,Jack Stephens,Jack Stephens,2,13,,27,2024-12-07T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,16,472,,,Jack Stephens,Jack Stephens,2,13,,17,2024-12-15T19:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,0,True,0.0,0.0
2024-25,17,472,,,Jack Stephens,Jack Stephens,2,13,,25,2024-12-22T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,False,0.0,0.0
2024-25,18,472,,,Jack Stephens,Jack Stephens,2,13,,20,2024-12-26T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,True,0.0,0.0
2024-25,19,472,,,Jack Stephens,Jack Stephens,2,13,,5,2024-12-29T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,False,0.0,0.0
2024-25,20,472,,,Jack Stephens,Jack Stephens,2,13,,31,2025-01-04T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,0,True,0.0,0.0
2024-25,21,472,,,Jack Stephens,Jack Stephens,2,13,,11,2025-01-16T20:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,False,0.0,0.0
2024-25,22,472,,,Jack Stephens,Jack Stephens,2,13,,32,2025-01-19T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,3,False,0.0,0.0
2024-25,6,214,108141.0,3853.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,6,2024-09-28T14:00:00Z,2024-09-28,48,1,17,0,0.05,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,False,0.01,0.05
2024-25,7,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,9,2024-10-05T11:30:00Z,,48,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,True,0.0,0.0
2024-25,8,214,108843.0,3876.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,32,2024-10-21T19:00:00Z,2024-10-21,48,1,16,0,0.04,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.01,0.04
2024-25,9,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,17,2024-10-27T14:00:00Z,,48,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,10,214,109569.0,3900.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,26,2024-11-02T17:30:00Z,2024-11-02,47,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.0
2024-25,11,214,109702.0,3905.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,25,2024-11-09T15:00:00Z,2024-11-09,47,1,16,0,0.0,1,0,0.02,0,0,0,1.0,0,0,0,0,0,2,0,True,0.01,0.0
2024-25,12,214,110018.0,3915.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,27,2024-11-23T15:00:00Z,2024-11-23,47,1,16,0,0.06,1,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.0,0.04
2024-25,13,214,110279.0,3924.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,23,2024-11-30T15:00:00Z,2024-11-30,47,1,6,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.0
2024-25,14,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,34,2024-12-03T19:30:00Z,,47,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,False,0.0,0.0
2024-25,15,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,10,2024-12-07T15:00:00Z,,47,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,16,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,21,2024-12-15T14:00:00Z,,47,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,17,214,111460.0,3963.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,1,2024-12-21T17:30:00Z,2024-12-21,47,1,9,0,0.06,1,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,True,0.0,0.04
2024-25,18,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,2,2024-12-26T15:00:00Z,,47,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,False,0.0,0.0
2024-25,19,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,13,2024-12-29T15:00:00Z,,47,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,20,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,4,2025-01-04T15:00:00Z,,46,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,True,0.0,0.0
2024-25,21,214,,,Jeffrey Schlupp,Jeffrey Schlupp,3,5,,8,2025-01-15T19:30:00Z,,46,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,False,0.0,0.0
2024-25,22,214,113162.0,4019.0,Jeffrey Schlupp,Jeffrey Schlupp,3,5,Crystal Palace,20,2025-01-18T15:00:00Z,2025-01-18,46,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,False,0.06,0.0
2024-25,6,192,108172.0,3854.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,1,2024-09-28T14:00:00Z,2024-09-28,53,1,5,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,False,0.0,0.0
2024-25,7,192,108397.0,3862.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,2,2024-10-05T14:00:00Z,2024-10-05,52,2,87,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,True,0.01,0.0
2024-25,8,192,108874.0,3877.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,13,2024-10-19T14:00:00Z,2024-10-19,52,6,22,1,0.06,0,0,0.02,0,0,0,1.0,0,0,0,0,0,3,2,False,0.01,0.1
2024-25,9,192,108981.0,3881.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,32,2024-10-25T19:00:00Z,2024-10-25,52,0,22,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,3,1,True,0.01,0.0
2024-25,10,192,109390.0,3894.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,34,2024-11-02T15:00:00Z,2024-11-02,52,7,4,1,1.3,0,0,0.0,0,0,0,0.0,0,0,0,0,1,1,1,False,0.04,0.75
2024-25,11,192,109777.0,3907.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,11,2024-11-10T14:00:00Z,2024-11-10,52,2,87,0,0.05,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,False,0.04,0.05
2024-25,12,192,110095.0,3918.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,4,2024-11-23T12:30:00Z,2024-11-23,52,7,19,1,0.76,1,0,0.0,0,0,0,0.0,0,0,0,0,1,2,1,True,0.0,0.79
2024-25,13,192,110198.0,3921.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,31,2024-11-30T15:00:00Z,2024-11-30,52,2,79,0,0.04,4,0,0.0,0,0,0,0.0,0,0,0,0,0,1,4,False,0.13,0.06
2024-25,14,192,110679.0,3937.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,20,2024-12-03T20:15:00Z,2024-12-03,52,1,1,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,15,192,111041.0,3949.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,21,2024-12-08T14:00:00Z,2024-12-08,52,2,61,0,0.02,1,0,0.04,0,0,0,1.0,0,0,0,0,0,2,2,True,0.13,0.02
2024-25,16,192,,,Jordan Ayew,Jordan Ayew,3,8,,23,2024-12-14T15:00:00Z,,52,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,4,False,0.0,0.0
2024-25,17,192,111610.0,3968.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,26,2024-12-22T14:00:00Z,2024-12-22,52,2,83,0,0.06,3,0,0.07,0,0,0,1.0,0,0,0,0,0,3,0,True,0.06,0.08
2024-25,18,192,111805.0,3974.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,9,2024-12-26T20:00:00Z,2024-12-26,52,7,90,1,0.1,3,0,0.06,1,0,0,1.0,0,0,0,0,1,1,3,False,0.04,0.24
2024-25,19,192,,,Jordan Ayew,Jordan Ayew,3,8,,10,2024-12-29T14:30:00Z,,52,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,True,0.0,0.0
2024-25,20,192,112328.0,3991.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,27,2025-01-04T15:00:00Z,2025-01-04,52,2,82,0,0.0,2,0,0.47,0,0,0,1.0,0,0,0,0,0,1,2,False,0.18,0.0
2024-25,21,192,112695.0,4004.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,5,2025-01-15T19:30:00Z,2025-01-15,52,1,10,0,0.03,0,0,0.3,0,0,0,1.0,0,0,0,0,0,2,0,True,0.14,0.03
2024-25,22,192,113019.0,4015.0,Jordan Ayew,Jordan Ayew,3,8,Leicester,25,2025-01-18T15:00:00Z,2025-01-18,52,2,70,0,0.44,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,True,0.01,0.26
2024-25,6,652,108300.0,3859.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,17,2024-09-29T15:30:00Z,2024-09-29,50,1,71,0,0.0,2,0,0.0,1,0,0,0.0,0,0,0,0,0,3,0,True,0.0,0.0
2024-25,7,652,,,Manuel Ugarte,Manuel Ugarte,3,11,,27,2024-10-06T13:00:00Z,,50,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,False,0.0,0.0
2024-25,8,652,108767.0,3874.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,31,2024-10-19T14:00:00Z,2024-10-19,50,1,2,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,9,652,,,Manuel Ugarte,Manuel Ugarte,3,11,,20,2024-10-27T14:00:00Z,,49,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,False,0.0,0.0
2024-25,10,652,109430.0,3896.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,4,2024-11-03T16:30:00Z,2024-11-03,49,1,83,0,0.0,1,0,0.0,1,0,0,0.0,0,0,0,0,0,1,1,True,0.01,0.0
2024-25,11,652,109759.0,3907.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,8,2024-11-10T14:00:00Z,2024-11-10,49,3,90,0,0.02,0,0,0.51,0,0,1,1.0,0,0,0,0,0,0,3,True,0.02,0.01
2024-25,12,652,110081.0,3917.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,34,2024-11-24T16:30:00Z,2024-11-24,49,1,34,0,0.0,0,0,0.12,0,0,0,1.0,0,0,0,0,0,1,1,False,0.01,0.0
2024-25,13,652,110338.0,3926.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,6,2024-12-01T13:30:00Z,2024-12-01,49,1,24,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,4,True,0.01,0.0
2024-25,14,652,110535.0,3932.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,1,2024-12-04T20:15:00Z,2024-12-04,49,1,90,0,0.0,2,0,0.01,1,0,0,1.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,15,652,110857.0,3943.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,32,2024-12-07T17:30:00Z,2024-12-07,49,2,75,0,0.0,3,0,0.43,0,0,0,2.0,0,0,0,0,0,3,2,True,0.3,0.0
2024-25,16,652,111115.0,3951.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,10,2024-12-15T16:30:00Z,2024-12-15,49,2,90,0,0.02,1,0,0.02,0,0,0,1.0,0,0,0,0,0,2,1,False,0.01,0.03
2024-25,17,652,111579.0,3967.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,2,2024-12-22T14:00:00Z,2024-12-22,49,0,54,0,0.1,1,0,0.0,1,0,0,0.0,0,0,0,0,0,3,0,True,0.03,0.18
2024-25,18,652,111961.0,3979.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,26,2024-12-26T17:30:00Z,2024-12-26,49,1,62,0,0.02,1,0,0.0,1,0,0,0.0,0,0,0,0,0,0,2,False,0.01,0.04
2024-25,19,652,,,Manuel Ugarte,Manuel Ugarte,3,11,,23,2024-12-30T20:00:00Z,,49,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,0,True,0.0,0.0
2024-25,20,652,112443.0,3995.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,9,2025-01-05T16:30:00Z,2025-01-05,49,2,90,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.01,0.0
2024-25,21,652,112841.0,4009.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,13,2025-01-16T20:00:00Z,2025-01-16,49,-1,53,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,1,3,True,0.02,0.0
2024-25,22,652,113049.0,4016.0,Manuel Ugarte,Manuel Ugarte,3,11,Manchester United,21,2025-01-19T14:00:00Z,2025-01-19,49,1,63,0,0.03,2,0,0.0,1,0,0,0.0,0,0,0,0,0,3,1,True,0.0,0.05
2024-25,6,44,108280.0,3858.0,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,2,27,Aston Villa,34,2024-09-29T13:00:00Z,2024-09-29,45,1,90,0,0.0,2,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,False,0.02,0.0
