id,player_name,game_id,team_name,minutes,shots,goals,key_passes,assists,xG,xA
113523,Kristoffer Ajer,4032,Brentford,78,1,0,1,0,0.06,0.07
113524,Nathan Collins,4032,Brentford,90,0,0,0,0,0.00,0.00
113525,Sepp van den Berg,4032,Brentford,90,1,0,0,0,0.03,0.00
113526,Keane Lewis-Potter,4032,Brentford,90,2,0,0,0,0.04,0.00
113527,Christian Nørgaard,4032,Brentford,86,1,0,0,0,0.07,0.00
113528,Vitaly Janelt,4032,Brentford,68,0,0,1,0,0.00,0.05
113529,Bryan Mbeumo,4032,Brentford,90,4,0,1,0,0.22,0.13
113530,Mikkel Damsgaard,4032,Brentford,90,2,0,4,0,0.11,0.35
113531,Kevin Schade,4032,Brentford,90,4,0,2,0,0.33,0.51
113532,Yoane Wissa,4032,Brentford,90,3,0,0,0,0.68,0.00
113533,Mathias Jensen,4032,Brentford,22,1,0,0,0,0.01,0.00
113534,Fabio Carvalho,4032,Brentford,4,1,0,0,0,0.11,0.00
113535,Michael Kayode,4032,Brentford,12,0,0,2,0,0.00,0.12
113536,Antonín Kinsky,4032,Tottenham,90,0,0,0,0,0.00,0.00
113537,Pedro Porro,4032,Tottenham,90,1,0,0,0,0.02,0.00
113538,Archie Gray,4032,Tottenham,90,0,0,0,0,0.00,0.00
113539,Ben Davies,4032,Tottenham,90,0,0,0,0,0.00,0.00
113540,Djed Spence,4032,Tottenham,90,1,0,2,0,0.02,0.17
113541,Yves Bissouma,4032,Tottenham,70,2,0,1,0,0.06,0.02
113542,Rodrigo Bentancur,4032,Tottenham,90,0,0,3,0,0.00,0.14
113543,Mikey Moore,4032,Tottenham,48,0,0,2,0,0.00,0.12
113544,Dejan Kulusevski,4032,Tottenham,90,4,0,1,0,0.27,0.06
113545,Son Heung-Min,4032,Tottenham,90,2,0,2,1,0.08,0.34
113546,Richarlison,4032,Tottenham,81,1,0,1,0,0.11,0.05
113547,Pape Sarr,4032,Tottenham,20,1,1,0,0,0.33,0.00
113548,Lucas Bergvall,4032,Tottenham,42,1,0,0,0,0.06,0.00
113549,Dane Scarlett,4032,Tottenham,9,0,0,0,0,0.00,0.00
113550,Filip Jorgensen,4033,Chelsea,90,0,0,0,0,0.00,0.00
113551,Reece James,4033,Chelsea,64,0,0,3,0,0.00,0.13
113552,Tosin Adarabioyo,4033,Chelsea,90,3,0,0,0,0.12,0.00
113553,Levi Colwill,4033,Chelsea,90,1,0,1,0,0.02,0.03
113554,Marc Cucurella,4033,Chelsea,90,1,0,2,0,0.07,0.14
113555,Enzo Fernández,4033,Chelsea,90,2,0,0,0,0.31,0.00
113556,Moisés Caicedo,4033,Chelsea,90,0,0,1,0,0.00,0.07
113557,Noni Madueke,4033,Chelsea,64,1,0,3,0,0.06,0.34
113558,Cole Palmer,4033,Chelsea,90,7,0,3,0,0.28,0.12
113559,Jadon Sancho,4033,Chelsea,55,2,0,0,0,0.13,0.00
113560,Nicolas Jackson,4033,Chelsea,55,2,0,2,0,0.06,0.09
113561,Malo Gusto,4033,Chelsea,26,0,0,1,0,0.00,0.02
113562,Christopher Nkunku,4033,Chelsea,26,0,0,0,0,0.00,0.00
113563,Pedro Neto,4033,Chelsea,35,3,1,0,0,0.36,0.00
113564,Trevoh Chalobah,4033,Chelsea,1,0,0,0,0,0.00,0.00
113565,Marc Guiu,4033,Chelsea,35,0,0,1,0,0.00,0.04
113566,Alphonse Areola,4033,West Ham,90,0,0,0,0,0.00,0.00
113567,Vladimir Coufal,4033,West Ham,75,0,0,0,0,0.00,0.00
113568,Max Kilman,4033,West Ham,90,0,0,1,0,0.00,0.06
113569,Aaron Cresswell,4033,West Ham,90,2,0,1,0,0.04,0.06
113570,Aaron Wan-Bissaka,4033,West Ham,90,0,0,0,0,0.00,0.00
113571,Emerson,4033,West Ham,74,1,0,0,0,0.08,0.00
113572,Tomas Soucek,4033,West Ham,90,0,0,0,0,0.00,0.00
113573,Andy Irving,4033,West Ham,80,1,0,1,0,0.01,0.28
113574,Mohammed Kudus,4033,West Ham,90,4,0,0,0,0.55,0.00
113575,Carlos Soler,4033,West Ham,80,0,0,1,0,0.00,0.09
113576,Jarrod Bowen,4033,West Ham,90,3,1,2,0,0.46,0.21
113577,Luis Guilherme,4033,West Ham,1,0,0,1,0,0.00,0.02
113578,Konstantinos Mavropanos,4033,West Ham,15,2,0,0,0,0.03,0.00
113579,Danny Ings,4033,West Ham,10,1,0,0,0,0.01,0.00
113580,Oliver Scarles,4033,West Ham,16,0,0,0,0,0.00,0.00
113581,Lewis Orford,4033,West Ham,10,0,0,0,0,0.00,0.00
113582,Jordan Pickford,4034,Everton,90,0,0,1,1,0.00,0.24
113583,Jake O'Brien,4034,Everton,90,0,0,0,0,0.00,0.00
113584,James Tarkowski,4034,Everton,90,1,0,1,1,0.03,0.32
113585,Jarrad Branthwaite,4034,Everton,90,1,0,0,0,0.52,0.00
113586,Vitalii Mykolenko,4034,Everton,90,0,0,1,0,0.00,0.60
113587,Idrissa Gueye,4034,Everton,90,1,0,1,0,0.02,0.08
113588,James Garner,4034,Everton,88,1,0,3,1,0.09,0.73
113589,Jesper Lindstrom,4034,Everton,81,1,0,0,0,0.43,0.00
113590,Abdoulaye Doucouré,4034,Everton,90,3,1,2,0,0.91,0.45
113591,Iliman Ndiaye,4034,Everton,90,2,1,2,0,0.59,0.16
113592,Beto,4034,Everton,90,2,2,0,0,0.50,0.00
113593,Ashley Young,4034,Everton,9,0,0,0,0,0.00,0.00
113594,Jack Harrison,4034,Everton,1,1,0,0,0,0.03,0.00
113595,Tim Iroegbunam,4034,Everton,2,0,0,0,0,0.00,0.00
113596,Nathan Patterson,4034,Everton,1,0,0,0,0,0.00,0.00
113597,Mads Hermansen,4034,Leicester,90,0,0,0,0,0.00,0.00
113598,James Justin,4034,Leicester,82,1,0,1,0,0.08,0.00
113599,Wout Faes,4034,Leicester,90,1,0,0,0,0.10,0.00
113600,Jannik Vestergaard,4034,Leicester,66,0,0,0,0,0.00,0.00
113601,Victor Kristiansen,4034,Leicester,90,1,0,0,0,0.06,0.00
113602,Boubakary Soumare,4034,Leicester,90,0,0,2,0,0.00,0.08
113603,Harry Winks,4034,Leicester,90,0,0,0,0,0.00,0.00
113604,Jordan Ayew,4034,Leicester,90,2,0,2,0,0.07,0.12
113605,Bilal El Khannouss,4034,Leicester,90,2,0,0,0,0.08,0.00
113606,Bobby Reid,4034,Leicester,82,0,0,1,0,0.00,0.05
113607,Jamie Vardy,4034,Leicester,66,0,0,0,0,0.00,0.00
113608,Woyo Coulibaly,4034,Leicester,8,0,0,0,0,0.00,0.00
113609,Caleb Okoli,4034,Leicester,24,0,0,0,0,0.00,0.00
113610,Patson Daka,4034,Leicester,24,1,0,0,0,0.05,0.00
113611,Stephy Mavididi,4034,Leicester,8,1,0,0,0,0.02,0.00
113612,Arijanet Muric,4035,Ipswich,90,0,0,0,0,0.00,0.00
113613,Axel Tuanzebe,4035,Ipswich,90,0,0,0,0,0.00,0.00
113614,Dara O'Shea,4035,Ipswich,90,0,0,0,0,0.00,0.00
113615,Jacob Greaves,4035,Ipswich,90,0,0,2,0,0.00,0.08
113616,Leif Davis,4035,Ipswich,90,1,0,2,0,0.06,0.05
113617,Sam Morsy,4035,Ipswich,90,0,0,1,0,0.00,0.10
113618,Jens Cajuste,4035,Ipswich,80,1,0,1,0,0.03,0.03
113619,Omari Hutchinson,4035,Ipswich,90,1,0,1,0,0.10,0.07
113620,Julio Enciso,4035,Ipswich,90,6,0,0,0,0.28,0.00
113621,Nathan Broadhead,4035,Ipswich,66,2,0,1,0,0.70,0.10
113622,Liam Delap,4035,Ipswich,90,4,1,1,0,0.78,0.45
113623,Jaden Philogene-Bidace,4035,Ipswich,24,0,0,0,0,0.00,0.00
113624,Jack Clarke,4035,Ipswich,1,0,0,0,0,0.00,0.00
113625,George Hirst,4035,Ipswich,1,0,0,0,0,0.00,0.00
113626,Jack Taylor,4035,Ipswich,10,0,0,0,0,0.00,0.00
113627,Aaron Ramsdale,4035,Southampton,90,0,0,0,0,0.00,0.00
113628,Jan Bednarek,4035,Southampton,90,1,0,0,0,0.09,0.00
113629,James Bree,4035,Southampton,90,1,0,0,0,0.03,0.00
113630,Taylor Harwood-Bellis,4035,Southampton,49,0,0,0,0,0.00,0.00
113631,Kyle Walker-Peters,4035,Southampton,90,0,0,1,0,0.00,0.04
113632,Welington,4035,Southampton,84,0,0,2,0,0.00,0.04
113633,Chimuanya Ugochukwu,4035,Southampton,84,0,0,0,0,0.00,0.00
113634,Joe Ayodele-Aribo,4035,Southampton,90,2,1,0,0,0.23,0.00
113635,Albert Grønbæk,4035,Southampton,73,2,0,0,0,0.06,0.00
113636,Mateus Fernandes,4035,Southampton,90,0,0,2,0,0.00,0.12
113637,Paul Onuachu,4035,Southampton,90,2,1,0,0,0.77,0.00
113638,Kamaldeen Sulemana,4035,Southampton,17,1,0,0,0,0.04,0.00
113639,William Smallbone,4035,Southampton,31,0,0,0,0,0.00,0.00
113640,Yukinari Sugawara,4035,Southampton,6,0,0,0,0,0.00,0.00
113641,Adam Lallana,4035,Southampton,6,0,0,0,0,0.00,0.00
113642,Jack Stephens,4035,Southampton,10,0,0,0,0,0.00,0.00
113643,André Onana,4036,Manchester United,90,0,0,0,0,0.00,0.00
113644,Lisandro Martínez,4036,Manchester United,83,2,0,0,0,0.12,0.00
113645,Leny Yoro,4036,Manchester United,90,1,0,0,0,0.07,0.00
113646,Harry Maguire,4036,Manchester United,90,1,0,1,0,0.08,0.08
113647,Noussair Mazraoui,4036,Manchester United,71,1,0,0,0,0.02,0.00
113648,Diogo Dalot,4036,Manchester United,90,3,0,1,0,0.22,0.09
113649,Bruno Fernandes,4036,Manchester United,90,2,0,2,0,0.12,0.15
113650,Manuel Ugarte,4036,Manchester United,88,1,0,0,0,0.08,0.00
113651,Amad Diallo Traore,4036,Manchester United,90,1,0,6,0,0.08,0.40
113652,Kobbie Mainoo,4036,Manchester United,71,1,0,1,0,0.07,0.52
113653,Alejandro Garnacho,4036,Manchester United,90,3,0,1,0,0.55,0.07
113654,Rasmus Højlund,4036,Manchester United,19,1,0,0,0,0.09,0.00
113655,Christian Eriksen,4036,Manchester United,2,0,0,0,0,0.00,0.00
113656,Matthijs de Ligt,4036,Manchester United,7,0,0,0,0,0.00,0.00
113657,Joshua Zirkzee,4036,Manchester United,19,0,0,0,0,0.00,0.00
113658,Dean Henderson,4036,Crystal Palace,90,0,0,0,0,0.00,0.00
113659,Maxence Lacroix,4036,Crystal Palace,90,2,0,0,0,0.03,0.00
113660,Chris Richards,4036,Crystal Palace,90,0,0,0,0,0.00,0.00
113661,Marc Guehi,4036,Crystal Palace,90,0,0,0,0,0.00,0.00
113662,Daniel Muñoz,4036,Crystal Palace,90,1,0,1,1,0.06,0.61
113663,Tyrick Mitchell,4036,Crystal Palace,89,2,0,4,0,0.09,0.54
113664,Jefferson Lerma,4036,Crystal Palace,90,2,0,1,0,0.04,0.35
113665,Will Hughes,4036,Crystal Palace,89,0,0,0,0,0.00,0.00
113666,Daichi Kamada,4036,Crystal Palace,62,0,0,1,0,0.00,0.04
113667,Ismaila Sarr,4036,Crystal Palace,90,1,0,0,0,0.44,0.00
113668,Jean-Philippe Mateta,4036,Crystal Palace,90,3,2,1,0,1.81,0.05
113669,Eberechi Eze,4036,Crystal Palace,28,0,0,1,0,0.00,0.02
113670,Nathaniel Clyne,4036,Crystal Palace,1,0,0,0,0,0.00,0.00
113671,Adam Wharton,4036,Crystal Palace,1,0,0,0,0,0.00,0.00
113672,Justin Devenny,4036,Crystal Palace,1,0,0,0,0,0.00,0.00
113673,Martin Dubravka,4037,Newcastle United,90,0,0,0,0,0.00,0.00
113674,Valentino Livramento,4037,Newcastle United,67,1,0,0,0,0.08,0.00
113675,Fabian Schär,4037,Newcastle United,90,1,0,0,0,0.44,0.00
113676,Dan Burn,4037,Newcastle United,90,1,0,0,0,0.05,0.00
113677,Lewis Hall,4037,Newcastle United,90,0,0,1,0,0.00,0.05
113678,Joelinton,4037,Newcastle United,67,0,0,1,0,0.00,0.03
113679,Bruno Guimarães,4037,Newcastle United,90,1,0,1,0,0.06,0.44
113680,Sandro Tonali,4037,Newcastle United,90,1,0,0,0,0.01,0.00
113681,Jacob Murphy,4037,Newcastle United,90,2,1,0,0,0.40,0.00
113682,Alexander Isak,4037,Newcastle United,90,1,0,2,0,0.05,0.08
113683,Anthony Gordon,4037,Newcastle United,90,2,0,3,0,0.07,0.17
113684,William Osula,4037,Newcastle United,1,0,0,0,0,0.00,0.00
113685,Kieran Trippier,4037,Newcastle United,23,0,0,0,0,0.00,0.00
113686,Lloyd Kelly,4037,Newcastle United,1,1,0,0,0,0.06,0.00
113687,Joe Willock,4037,Newcastle United,23,0,0,2,0,0.00,0.08
113688,Lewis Miley,4037,Newcastle United,1,0,0,0,0,0.00,0.00
113689,Bernd Leno,4037,Fulham,90,0,0,1,0,0.00,0.27
113690,Timothy Castagne,4037,Fulham,90,0,0,0,0,0.00,0.00
113691,Joachim Andersen,4037,Fulham,90,0,0,2,0,0.00,0.15
113692,Calvin Bassey,4037,Fulham,90,1,0,0,0,0.09,0.00
113693,Antonee Robinson,4037,Fulham,90,2,0,1,1,0.04,0.13
113694,Sander Berge,4037,Fulham,90,0,0,2,0,0.00,0.06
113695,Sasa Lukic,4037,Fulham,90,0,0,3,0,0.00,0.06
113696,Adama Traoré,4037,Fulham,90,3,0,1,0,0.12,0.09
113697,Emile Smith-Rowe,4037,Fulham,76,2,0,0,0,0.06,0.00
113698,Alex Iwobi,4037,Fulham,82,0,0,1,0,0.00,0.04
113699,Raúl Jiménez,4037,Fulham,76,6,1,1,0,0.58,0.02
113700,Andreas Pereira,4037,Fulham,14,0,0,1,1,0.00,0.72
113701,Rodrigo Muniz,4037,Fulham,14,1,1,0,0,0.72,0.00
113702,Issa Diop,4037,Fulham,1,0,0,0,0,0.00,0.00
113703,Ryan Sessegnon,4037,Fulham,8,0,0,0,0,0.00,0.00
113704,Matz Sels,4038,Nottingham Forest,90,0,0,0,0,0.00,0.00
113705,Murillo,4038,Nottingham Forest,76,0,0,1,0,0.00,0.38
113706,Nikola Milenkovic,4038,Nottingham Forest,90,0,0,0,0,0.00,0.00
113707,Morato,4038,Nottingham Forest,90,0,0,0,0,0.00,0.00
113708,Ola Aina,4038,Nottingham Forest,90,0,0,1,0,0.00,0.08
113709,Elliot Anderson,4038,Nottingham Forest,86,0,0,2,0,0.00,0.12
113710,Danilo,4038,Nottingham Forest,69,0,0,0,0,0.00,0.00
113711,Neco Williams,4038,Nottingham Forest,90,2,1,0,0,0.70,0.00
113712,Morgan Gibbs-White,4038,Nottingham Forest,76,3,1,1,0,0.14,0.08
113713,Chris Wood,4038,Nottingham Forest,86,4,3,1,0,2.27,0.06
113714,Anthony Elanga,4038,Nottingham Forest,90,2,0,3,3,0.46,1.47
113715,Nicolás Domínguez,4038,Nottingham Forest,21,0,0,1,0,0.00,0.09
113716,Taiwo Awoniyi,4038,Nottingham Forest,4,1,0,0,0,0.18,0.00
113717,Jota Silva,4038,Nottingham Forest,14,2,1,1,0,0.43,0.18
113718,Willy Boly,4038,Nottingham Forest,14,0,0,0,0,0.00,0.00
113719,Ibrahim Sangare,4038,Nottingham Forest,4,0,0,1,1,0.00,0.62
113720,Bart Verbruggen,4038,Brighton,90,0,0,0,0,0.00,0.00
113721,Joël Veltman,4038,Brighton,90,0,0,0,0,0.00,0.00
113722,Jan Paul van Hecke,4038,Brighton,90,0,0,0,0,0.00,0.00
113723,Lewis Dunk,4038,Brighton,90,0,0,0,0,0.00,0.00
113724,Tariq Lamptey,4038,Brighton,90,1,0,0,0,0.03,0.00
113725,Jack Hinshelwood,4038,Brighton,50,1,0,0,0,0.05,0.00
113726,Yankuba Minteh,4038,Brighton,90,2,0,1,0,0.35,0.04
113727,João Pedro,4038,Brighton,50,1,0,2,0,0.08,0.35
113728,Georginio Rutter,4038,Brighton,90,2,0,1,0,0.06,0.08
113729,Kaoru Mitoma,4038,Brighton,50,0,0,0,0,0.00,0.00
113730,Danny Welbeck,4038,Brighton,77,1,0,1,0,0.08,0.08
113731,Matt O'Riley,4038,Brighton,40,1,0,1,0,0.07,0.02
113732,Evan Ferguson,4038,Brighton,13,0,0,0,0,0.00,0.00
113733,Diego Gómez,4038,Brighton,40,0,0,0,0,0.00,0.00
113734,Simon Adingra,4038,Brighton,40,1,0,0,0,0.04,0.00
113735,José Sá,4039,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113736,Matt Doherty,4039,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113737,Toti,4039,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113738,Emmanuel Agbadou,4039,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113739,Nélson Semedo,4039,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113740,Rayan Ait Nouri,4039,Wolverhampton Wanderers,77,0,0,0,0,0.00,0.00
113741,André,4039,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113742,Jean-Ricner Bellegarde,4039,Wolverhampton Wanderers,90,1,1,1,0,0.32,0.52
113743,Matheus Cunha,4039,Wolverhampton Wanderers,90,4,1,1,0,0.71,0.40
113744,Pablo Sarabia,4039,Wolverhampton Wanderers,83,0,0,1,1,0.00,0.32
113745,Gonçalo Guedes,4039,Wolverhampton Wanderers,77,3,0,0,0,1.03,0.00
113746,Rodrigo Gomes,4039,Wolverhampton Wanderers,13,0,0,0,0,0.00,0.00
113747,Santiago Bueno,4039,Wolverhampton Wanderers,1,0,0,0,0,0.00,0.00
113748,Hee-Chan Hwang,4039,Wolverhampton Wanderers,7,0,0,0,0,0.00,0.00
113749,Tommy Doyle,4039,Wolverhampton Wanderers,13,0,0,0,0,0.00,0.00
113750,Emiliano Martinez,4039,Aston Villa,90,0,0,0,0,0.00,0.00
113751,Andrés García,4039,Aston Villa,50,0,0,0,0,0.00,0.00
113752,Boubacar Kamara,4039,Aston Villa,90,1,0,0,0,0.03,0.00
113753,Ezri Konsa Ngoyo,4039,Aston Villa,90,0,0,0,0,0.00,0.00
113754,Lucas Digne,4039,Aston Villa,50,0,0,1,0,0.00,0.02
113755,Youri Tielemans,4039,Aston Villa,90,3,0,1,0,0.10,0.36
113756,Lamare Bogarde,4039,Aston Villa,87,0,0,0,0,0.00,0.00
113757,Morgan Rogers,4039,Aston Villa,90,1,0,1,0,0.08,0.03
113758,John McGinn,4039,Aston Villa,90,1,0,0,0,0.03,0.00
113759,Jacob Ramsey,4039,Aston Villa,50,0,0,0,0,0.00,0.00
113760,Ollie Watkins,4039,Aston Villa,50,0,0,0,0,0.00,0.00
113761,Amadou Onana,4039,Aston Villa,40,0,0,2,0,0.00,0.03
113762,Leon Bailey,4039,Aston Villa,40,2,0,0,0,0.10,0.00
113763,Ian Maatsen,4039,Aston Villa,40,0,0,3,0,0.00,0.21
113764,Donyell Malen,4039,Aston Villa,40,2,0,0,0,0.41,0.00
113765,Kosta Nedeljkovic,4039,Aston Villa,3,0,0,0,0,0.00,0.00
113766,Emiliano Martinez,4040,Aston Villa,90,0,0,0,0,0.00,0.00
113767,Andrés García,4040,Aston Villa,90,2,0,0,0,0.04,0.00
113768,Boubacar Kamara,4040,Aston Villa,15,0,0,0,0,0.00,0.00
113769,Axel Disasi,4040,Aston Villa,90,0,0,1,0,0.00,0.07
113770,Lucas Digne,4040,Aston Villa,50,1,0,0,0,0.03,0.00
113771,Youri Tielemans,4040,Aston Villa,90,1,0,3,0,0.02,0.14
113772,John McGinn,4040,Aston Villa,90,1,0,1,0,0.17,0.03
113773,Donyell Malen,4040,Aston Villa,67,1,0,1,0,0.07,0.03
113774,Morgan Rogers,4040,Aston Villa,90,5,0,4,0,1.35,0.22
113775,Jacob Ramsey,4040,Aston Villa,50,0,0,0,0,0.00,0.00
113776,Ollie Watkins,4040,Aston Villa,90,4,1,0,0,0.75,0.00
113777,Ian Maatsen,4040,Aston Villa,40,2,0,2,0,0.05,0.08
113778,Marco Asensio,4040,Aston Villa,23,4,0,1,0,0.26,0.03
113779,Tyrone Mings,4040,Aston Villa,75,0,0,0,0,0.00,0.00
113780,Marcus Rashford,4040,Aston Villa,40,4,0,4,0,0.18,0.74
113781,Alex Palmer,4040,Ipswich,90,0,0,0,0,0.00,0.00
113782,Axel Tuanzebe,4040,Ipswich,39,0,0,0,0,0.00,0.00
113783,Dara O'Shea,4040,Ipswich,90,0,0,0,0,0.00,0.00
113784,Jacob Greaves,4040,Ipswich,90,0,0,0,0,0.00,0.00
113785,Conor Townsend,4040,Ipswich,90,0,0,1,0,0.00,0.13
113786,Kalvin Phillips,4040,Ipswich,90,1,0,0,0,0.07,0.00
113787,Jens Cajuste,4040,Ipswich,84,0,0,0,0,0.00,0.00
113788,Ben Johnson,4040,Ipswich,90,0,0,0,0,0.00,0.00
113789,Omari Hutchinson,4040,Ipswich,90,0,0,1,1,0.00,0.12
113790,Julio Enciso,4040,Ipswich,16,1,0,0,0,0.02,0.00
113791,Liam Delap,4040,Ipswich,84,2,1,0,0,0.24,0.00
113792,Massimo Luongo,4040,Ipswich,6,0,0,0,0,0.00,0.00
113793,Jack Clarke,4040,Ipswich,34,0,0,0,0,0.00,0.00
113794,George Hirst,4040,Ipswich,6,0,0,0,0,0.00,0.00
113795,Jack Taylor,4040,Ipswich,1,0,0,0,0,0.00,0.00
113796,Luke Woolfenden,4040,Ipswich,40,0,0,0,0,0.00,0.00
113797,Bart Verbruggen,4041,Brighton,90,0,0,1,1,0.00,0.05
113798,Yankuba Minteh,4041,Brighton,90,2,2,3,0,0.77,0.16
113799,Joël Veltman,4041,Brighton,90,1,0,0,0,0.60,0.00
113800,Jan Paul van Hecke,4041,Brighton,90,0,0,0,0,0.00,0.00
113801,Adam Webster,4041,Brighton,90,0,0,0,0,0.00,0.00
113802,Tariq Lamptey,4041,Brighton,90,1,0,0,0,0.08,0.00
113803,Georginio Rutter,4041,Brighton,77,1,0,1,0,0.09,0.28
113804,Carlos Baleba,4041,Brighton,88,2,0,0,0,0.07,0.00
113805,Jack Hinshelwood,4041,Brighton,78,0,0,0,0,0.00,0.00
113806,Kaoru Mitoma,4041,Brighton,90,2,1,0,0,0.33,0.00
113807,Danny Welbeck,4041,Brighton,88,1,0,2,2,0.02,0.77
113808,João Pedro,4041,Brighton,13,2,0,0,0,0.08,0.00
113809,Matt O'Riley,4041,Brighton,2,0,0,0,0,0.00,0.00
113810,Diego Gómez,4041,Brighton,12,0,0,0,0,0.00,0.00
113811,Yasin Ayari,4041,Brighton,2,1,0,2,0,0.02,0.68
113812,Simon Adingra,4041,Brighton,1,0,0,0,0,0.00,0.00
113813,Filip Jorgensen,4041,Chelsea,90,0,0,0,0,0.00,0.00
113814,Malo Gusto,4041,Chelsea,69,1,0,1,0,0.03,0.03
113815,Trevoh Chalobah,4041,Chelsea,90,1,0,0,0,0.05,0.00
113816,Levi Colwill,4041,Chelsea,90,0,0,0,0,0.00,0.00
113817,Marc Cucurella,4041,Chelsea,90,0,0,1,0,0.00,0.28
113818,Enzo Fernández,4041,Chelsea,90,1,0,0,0,0.02,0.00
113819,Moisés Caicedo,4041,Chelsea,70,0,0,0,0,0.00,0.00
113820,Noni Madueke,4041,Chelsea,20,0,0,1,0,0.00,0.10
113821,Cole Palmer,4041,Chelsea,90,2,0,0,0,0.13,0.00
113822,Pedro Neto,4041,Chelsea,69,2,0,1,0,0.32,0.03
113823,Christopher Nkunku,4041,Chelsea,90,0,0,0,0,0.00,0.00
113824,Jadon Sancho,4041,Chelsea,70,0,0,1,0,0.00,0.04
113825,Reece James,4041,Chelsea,21,0,0,1,0,0.00,0.11
113826,Kiernan Dewsbury-Hall,4041,Chelsea,20,0,0,0,0,0.00,0.00
113827,Tyrique George,4041,Chelsea,21,1,0,0,0,0.11,0.00
113828,Dean Henderson,4042,Crystal Palace,90,0,0,0,0,0.00,0.00
113829,Maxence Lacroix,4042,Crystal Palace,90,2,0,1,0,0.18,0.27
113830,Chris Richards,4042,Crystal Palace,90,1,0,0,0,0.05,0.00
113831,Marc Guehi,4042,Crystal Palace,90,1,0,1,1,0.27,0.49
113832,Daniel Muñoz,4042,Crystal Palace,90,1,0,1,0,0.09,0.02
113833,Tyrick Mitchell,4042,Crystal Palace,64,0,0,0,0,0.00,0.00
113834,Jefferson Lerma,4042,Crystal Palace,50,0,0,1,0,0.00,0.02
113835,Will Hughes,4042,Crystal Palace,90,1,0,1,0,0.02,0.11
113836,Ismaila Sarr,4042,Crystal Palace,90,2,0,1,0,0.52,0.03
113837,Justin Devenny,4042,Crystal Palace,50,1,0,0,0,0.02,0.00
113838,Jean-Philippe Mateta,4042,Crystal Palace,90,2,1,2,0,0.90,0.50
113839,Daichi Kamada,4042,Crystal Palace,1,0,0,1,0,0.00,0.07
113840,Eberechi Eze,4042,Crystal Palace,40,4,0,3,0,0.12,0.21
113841,Ben Chilwell,4042,Crystal Palace,26,1,0,0,0,0.07,0.00
113842,Eddie Nketiah,4042,Crystal Palace,1,1,0,0,0,0.07,0.00
113843,Adam Wharton,4042,Crystal Palace,40,0,0,2,0,0.00,0.12
113844,Jordan Pickford,4042,Everton,90,0,0,0,0,0.00,0.00
113845,Jake O'Brien,4042,Everton,90,0,0,0,0,0.00,0.00
113846,James Tarkowski,4042,Everton,90,0,0,0,0,0.00,0.00
113847,Jarrad Branthwaite,4042,Everton,90,0,0,0,0,0.00,0.00
113848,Vitalii Mykolenko,4042,Everton,90,0,0,0,0,0.00,0.00
113849,Idrissa Gueye,4042,Everton,90,1,0,0,0,0.04,0.00
113850,James Garner,4042,Everton,90,0,0,2,0,0.00,0.07
113851,Jesper Lindstrom,4042,Everton,83,1,0,1,0,0.10,0.12
113852,Carlos Alcaraz,4042,Everton,90,5,1,3,1,0.24,0.58
113853,Jack Harrison,4042,Everton,90,0,0,1,0,0.00,0.02
113854,Beto,4042,Everton,90,3,1,2,0,0.60,0.07
113855,Ashley Young,4042,Everton,7,1,0,0,0,0.05,0.00
113856,Tim Iroegbunam,4042,Everton,1,0,0,0,0,0.00,0.00
113857,Bernd Leno,4043,Fulham,90,0,0,0,0,0.00,0.00
113858,Timothy Castagne,4043,Fulham,90,1,0,0,0,0.06,0.00
113859,Joachim Andersen,4043,Fulham,90,0,0,0,0,0.00,0.00
113860,Calvin Bassey,4043,Fulham,90,2,1,0,0,0.40,0.00
113861,Antonee Robinson,4043,Fulham,90,0,0,0,0,0.00,0.00
113862,Sander Berge,4043,Fulham,90,1,0,1,0,0.05,0.01
113863,Sasa Lukic,4043,Fulham,84,2,0,6,0,0.10,0.36
113864,Adama Traoré,4043,Fulham,90,2,0,3,1,0.17,0.70
113865,Emile Smith-Rowe,4043,Fulham,83,3,1,0,0,0.73,0.00
113866,Alex Iwobi,4043,Fulham,90,4,0,2,0,0.17,0.10
113867,Raúl Jiménez,4043,Fulham,77,7,0,2,1,0.42,0.51
113868,Willian,4043,Fulham,1,0,0,1,0,0.00,0.08
113869,Andreas Pereira,4043,Fulham,7,0,0,0,0,0.00,0.00
113870,Rodrigo Muniz,4043,Fulham,13,1,0,0,0,0.08,0.00
113871,Ryan Sessegnon,4043,Fulham,1,0,0,0,0,0.00,0.00
113872,Harrison Reed,4043,Fulham,6,1,0,0,0,0.07,0.00
113873,Matz Sels,4043,Nottingham Forest,90,0,0,0,0,0.00,0.00
113874,Murillo,4043,Nottingham Forest,90,0,0,0,0,0.00,0.00
113875,Nikola Milenkovic,4043,Nottingham Forest,90,0,0,1,0,0.00,0.06
113876,Morato,4043,Nottingham Forest,69,0,0,0,0,0.00,0.00
113877,Ola Aina,4043,Nottingham Forest,90,0,0,1,0,0.00,0.05
