id,player_name,game_id,team_name,minutes,shots,goals,key_passes,assists,xG,xA
114230,George Hirst,4055,Ipswich,8,0,0,0,0,0.00,0.00
114231,Jack Taylor,4055,Ipswich,35,0,0,0,0,0.00,0.00
114232,Nathan Broadhead,4055,Ipswich,19,1,0,0,0,0.08,0.00
114233,Luke Woolfenden,4055,Ipswich,41,0,0,0,0,0.00,0.00
114234,Guglielmo Vicario,4055,Tottenham,90,0,0,0,0,0.00,0.00
114235,Djed Spence,4055,Tottenham,90,1,1,0,0,0.10,0.00
114236,Kevin Danso,4055,Tottenham,90,0,0,0,0,0.00,0.00
114237,Archie Gray,4055,Tottenham,90,0,0,1,0,0.00,0.05
114238,Iyenoma Destiny Udogie,4055,Tottenham,68,0,0,0,0,0.00,0.00
114239,Dejan Kulusevski,4055,Tottenham,90,1,1,3,0,0.08,0.31
114240,Lucas Bergvall,4055,Tottenham,88,1,0,0,0,0.04,0.00
114241,Rodrigo Bentancur,4055,Tottenham,90,1,0,0,0,0.08,0.00
114242,Brennan Johnson,4055,Tottenham,67,3,2,0,0,1.08,0.00
114243,Mathys Tel,4055,Tottenham,77,0,0,0,0,0.00,0.00
114244,Son Heung-Min,4055,Tottenham,77,3,0,3,2,0.26,1.02
114245,Wilson Odobert,4055,Tottenham,13,0,0,0,0,0.00,0.00
114246,Yves Bissouma,4055,Tottenham,2,0,0,0,0,0.00,0.00
114247,Pedro Porro,4055,Tottenham,22,0,0,0,0,0.00,0.00
114248,Dane Scarlett,4055,Tottenham,13,0,0,1,1,0.00,0.08
114249,James Maddison,4055,Tottenham,23,0,0,1,1,0.00,0.10
114250,Mads Hermansen,4056,Leicester,90,0,0,0,0,0.00,0.00
114251,Woyo Coulibaly,4056,Leicester,50,2,0,0,0,0.07,0.00
114252,Wout Faes,4056,Leicester,90,0,0,0,0,0.00,0.00
114253,Caleb Okoli,4056,Leicester,87,0,0,0,0,0.00,0.00
114254,Victor Kristiansen,4056,Leicester,90,0,0,0,0,0.00,0.00
114255,Boubakary Soumare,4056,Leicester,90,0,0,2,0,0.00,0.08
114256,Wilfred Ndidi,4056,Leicester,81,0,0,0,0,0.00,0.00
114257,Bobby Reid,4056,Leicester,50,0,0,0,0,0.00,0.00
114258,Bilal El Khannouss,4056,Leicester,90,0,0,3,0,0.00,0.53
114259,Jordan Ayew,4056,Leicester,59,0,0,1,0,0.00,0.04
114260,Jamie Vardy,4056,Leicester,90,3,0,0,0,0.49,0.00
114261,Facundo Buonanotte,4056,Leicester,31,3,0,0,0,0.17,0.00
114262,Jannik Vestergaard,4056,Leicester,40,0,0,0,0,0.00,0.00
114263,Stephy Mavididi,4056,Leicester,40,0,0,0,0,0.00,0.00
114264,Conor Coady,4056,Leicester,3,0,0,0,0,0.00,0.00
114265,Oliver Skipp,4056,Leicester,9,0,0,0,0,0.00,0.00
114266,Mark Flekken,4056,Brentford,90,0,0,0,0,0.00,0.00
114267,Kristoffer Ajer,4056,Brentford,88,1,0,1,0,0.02,0.08
114268,Nathan Collins,4056,Brentford,90,0,0,0,0,0.00,0.00
114269,Ethan Pinnock,4056,Brentford,90,0,0,0,0,0.00,0.00
114270,Keane Lewis-Potter,4056,Brentford,90,0,0,3,0,0.00,0.26
114271,Christian Nørgaard,4056,Brentford,50,1,1,0,0,0.55,0.00
114272,Vitaly Janelt,4056,Brentford,77,0,0,0,0,0.00,0.00
114273,Bryan Mbeumo,4056,Brentford,90,4,1,2,1,0.42,0.66
114274,Mikkel Damsgaard,4056,Brentford,76,0,0,3,2,0.00,0.49
114275,Kevin Schade,4056,Brentford,90,2,0,0,0,0.18,0.00
114276,Yoane Wissa,4056,Brentford,90,3,1,0,0,0.63,0.00
114277,Fabio Carvalho,4056,Brentford,14,1,1,1,0,0.12,0.10
114278,Yunus Konak,4056,Brentford,1,0,0,0,0,0.00,0.00
114279,Paris Maghoma,4056,Brentford,13,1,0,0,0,0.04,0.00
114280,Yehor Yarmolyuk,4056,Brentford,40,1,0,1,0,0.11,0.27
114281,Michael Kayode,4056,Brentford,2,0,0,0,0,0.00,0.00
114282,Ederson,4057,Manchester City,90,0,0,0,0,0.00,0.00
114283,Rico Lewis,4057,Manchester City,90,1,0,0,0,0.00,0.00
114284,Nathan Aké,4057,Manchester City,79,0,0,1,0,0.00,0.00
114285,Abduqodir Khusanov,4057,Manchester City,90,0,0,1,0,0.00,0.00
114286,Josko Gvardiol,4057,Manchester City,90,0,0,2,0,0.00,0.00
114287,Nico González,4057,Manchester City,80,3,0,0,0,0.00,0.00
114288,Sávio,4057,Manchester City,90,1,0,4,0,0.00,0.00
114289,Kevin De Bruyne,4057,Manchester City,68,2,0,2,0,0.00,0.00
114290,Omar Marmoush,4057,Manchester City,79,4,0,1,0,0.00,0.00
114291,Jéremy Doku,4057,Manchester City,90,2,0,2,0,0.00,0.00
114292,Phil Foden,4057,Manchester City,90,3,0,0,0,0.00,0.00
114293,Mateo Kovacic,4057,Manchester City,10,0,0,0,0,0.00,0.00
114294,Ilkay Gündogan,4057,Manchester City,11,0,0,0,0,0.00,0.00
114295,Rúben Dias,4057,Manchester City,11,0,0,0,0,0.00,0.00
114296,James McAtee,4057,Manchester City,22,0,0,0,0,0.00,0.00
114297,Alisson,4057,Liverpool,90,0,0,0,0,0.00,0.00
114298,Trent Alexander-Arnold,4057,Liverpool,90,0,0,0,0,0.00,0.00
114299,Ibrahima Konaté,4057,Liverpool,90,1,0,0,0,0.00,0.00
114300,Virgil van Dijk,4057,Liverpool,90,0,0,0,0,0.00,0.00
114301,Andrew Robertson,4057,Liverpool,76,1,0,1,0,0.00,0.00
114302,Alexis Mac Allister,4057,Liverpool,90,0,0,1,0,0.00,0.00
114303,Ryan Gravenberch,4057,Liverpool,90,0,0,0,0,0.00,0.00
114304,Luis Díaz,4057,Liverpool,81,1,0,0,0,0.00,0.00
114305,Mohamed Salah,4057,Liverpool,90,2,1,3,1,0.00,0.00
114306,Dominik Szoboszlai,4057,Liverpool,90,3,1,1,1,0.00,0.00
114307,Curtis Jones,4057,Liverpool,76,0,0,0,0,0.00,0.00
114308,Konstantinos Tsimikas,4057,Liverpool,14,0,0,0,0,0.00,0.00
114309,Wataru Endo,4057,Liverpool,14,0,0,0,0,0.00,0.00
114310,Cody Gakpo,4057,Liverpool,9,0,0,0,0,0.00,0.00
114311,Jarell Quansah,4057,Liverpool,1,0,0,0,0,0.00,0.00
114312,Harvey Elliott,4057,Liverpool,1,0,0,0,0,0.00,0.00
114313,Nick Pope,4058,Newcastle United,90,0,0,0,0,0.00,0.00
114314,Valentino Livramento,4058,Newcastle United,90,0,0,2,0,0.00,0.62
114315,Fabian Schär,4058,Newcastle United,90,1,0,0,0,0.10,0.00
114316,Dan Burn,4058,Newcastle United,90,0,0,0,0,0.00,0.00
114317,Lewis Hall,4058,Newcastle United,90,0,0,3,1,0.00,0.24
114318,Bruno Guimarães,4058,Newcastle United,90,1,0,0,0,0.10,0.00
114319,Joe Willock,4058,Newcastle United,77,0,0,2,1,0.00,0.22
114320,Lewis Miley,4058,Newcastle United,90,2,1,1,0,0.11,0.09
114321,Jacob Murphy,4058,Newcastle United,77,2,1,0,0,1.44,0.00
114322,Alexander Isak,4058,Newcastle United,90,3,2,0,0,0.98,0.00
114323,Anthony Gordon,4058,Newcastle United,90,2,0,0,0,0.57,0.00
114324,Sandro Tonali,4058,Newcastle United,13,0,0,0,0,0.00,0.00
114325,Callum Wilson,4058,Newcastle United,1,1,0,0,0,0.11,0.00
114326,Harvey Barnes,4058,Newcastle United,13,1,0,0,0,0.09,0.00
114327,Matz Sels,4058,Nottingham Forest,90,0,0,0,0,0.00,0.00
114328,Ola Aina,4058,Nottingham Forest,90,1,0,1,0,0.01,0.06
114329,Murillo,4058,Nottingham Forest,90,1,0,0,0,0.08,0.00
114330,Nikola Milenkovic,4058,Nottingham Forest,90,2,1,0,0,0.61,0.00
114331,Neco Williams,4058,Nottingham Forest,90,0,0,1,0,0.00,0.65
114332,Nicolás Domínguez,4058,Nottingham Forest,83,0,0,1,0,0.00,0.05
114333,Elliot Anderson,4058,Nottingham Forest,84,3,0,1,0,0.14,0.01
114334,Anthony Elanga,4058,Nottingham Forest,90,1,0,2,0,0.65,0.10
114335,Morgan Gibbs-White,4058,Nottingham Forest,90,4,0,1,0,0.25,0.04
114336,Callum Hudson-Odoi,4058,Nottingham Forest,90,2,1,1,0,0.04,0.02
114337,Chris Wood,4058,Nottingham Forest,90,1,0,3,1,0.01,0.64
114338,Ryan Yates,4058,Nottingham Forest,7,2,1,0,0,0.65,0.00
114339,Ibrahim Sangare,4058,Nottingham Forest,6,0,0,0,0,0.00,0.00
114340,Aaron Ramsdale,4059,Southampton,90,0,0,0,0,0.00,0.00
114341,Joe Ayodele-Aribo,4059,Southampton,90,0,0,0,0,0.00,0.00
114342,Jan Bednarek,4059,Southampton,11,0,0,0,0,0.00,0.00
114343,James Bree,4059,Southampton,90,0,0,0,0,0.00,0.00
114344,Kyle Walker-Peters,4059,Southampton,90,0,0,0,0,0.00,0.00
114345,Welington,4059,Southampton,48,1,0,0,0,0.02,0.00
114346,Chimuanya Ugochukwu,4059,Southampton,74,0,0,1,0,0.00,0.03
114347,Mateus Fernandes,4059,Southampton,90,2,0,1,0,0.04,0.02
114348,Tyler Dibling,4059,Southampton,90,0,0,2,0,0.00,0.07
114349,Cameron Archer,4059,Southampton,74,1,0,0,0,0.02,0.00
114350,Kamaldeen Sulemana,4059,Southampton,90,1,0,1,0,0.03,0.02
114351,Albert Grønbæk,4059,Southampton,1,0,0,0,0,0.00,0.00
114352,Armel Bella Kotchap,4059,Southampton,79,0,0,0,0,0.00,0.00
114353,William Smallbone,4059,Southampton,16,0,0,0,0,0.00,0.00
114354,Yukinari Sugawara,4059,Southampton,42,1,0,0,0,0.04,0.00
114355,Paul Onuachu,4059,Southampton,16,0,0,0,0,0.00,0.00
114356,Bart Verbruggen,4059,Brighton,90,0,0,0,0,0.00,0.00
114357,Jack Hinshelwood,4059,Brighton,85,1,1,0,0,0.07,0.00
114358,Jan Paul van Hecke,4059,Brighton,90,1,0,1,0,0.15,0.46
114359,Adam Webster,4059,Brighton,90,0,0,0,0,0.00,0.00
114360,Tariq Lamptey,4059,Brighton,69,0,0,0,0,0.00,0.00
114361,Carlos Baleba,4059,Brighton,90,4,0,2,0,1.08,0.55
114362,Yasin Ayari,4059,Brighton,69,0,0,2,0,0.00,0.63
114363,Yankuba Minteh,4059,Brighton,90,4,0,1,1,1.33,0.49
114364,Georginio Rutter,4059,Brighton,81,3,1,1,0,1.14,0.01
114365,Kaoru Mitoma,4059,Brighton,81,2,1,0,0,0.97,0.00
114366,João Pedro,4059,Brighton,90,1,1,2,1,0.34,0.91
114367,Estupiñán,4059,Brighton,21,0,0,0,0,0.00,0.00
114368,Brajan Gruda,4059,Brighton,9,0,0,1,1,0.00,0.07
114369,Mats Wieffer,4059,Brighton,5,0,0,2,0,0.00,0.05
114370,Diego Gómez,4059,Brighton,21,0,0,1,0,0.00,0.76
114371,Simon Adingra,4059,Brighton,9,2,0,1,0,0.05,0.15
114372,Mark Flekken,4060,Brentford,90,0,0,0,0,0.00,0.00
114373,Kristoffer Ajer,4060,Brentford,86,1,0,0,0,0.04,0.00
114374,Nathan Collins,4060,Brentford,90,2,0,0,0,0.08,0.00
114375,Ethan Pinnock,4060,Brentford,90,0,0,0,0,0.00,0.00
114376,Keane Lewis-Potter,4060,Brentford,90,1,0,1,0,0.01,0.04
114377,Vitaly Janelt,4060,Brentford,90,1,0,0,0,0.08,0.00
114378,Yehor Yarmolyuk,4060,Brentford,90,0,0,1,0,0.00,0.04
114379,Bryan Mbeumo,4060,Brentford,90,2,0,0,0,0.52,0.00
114380,Mikkel Damsgaard,4060,Brentford,90,2,0,2,0,0.14,0.11
114381,Kevin Schade,4060,Brentford,81,0,0,3,0,0.00,0.53
114382,Yoane Wissa,4060,Brentford,90,3,1,0,0,0.85,0.00
114383,Michael Kayode,4060,Brentford,4,0,0,0,0,0.00,0.00
114384,Paris Maghoma,4060,Brentford,9,0,0,1,0,0.00,0.11
114385,Jordan Pickford,4060,Everton,90,0,0,0,0,0.00,0.00
114386,Jake O'Brien,4060,Everton,90,1,1,0,0,0.27,0.00
114387,Jarrad Branthwaite,4060,Everton,90,0,0,0,0,0.00,0.00
114388,James Tarkowski,4060,Everton,90,1,0,1,0,0.01,0.01
114389,Vitalii Mykolenko,4060,Everton,90,0,0,2,1,0.00,0.28
114390,Idrissa Gueye,4060,Everton,80,1,0,0,0,0.01,0.00
114391,James Garner,4060,Everton,90,2,0,1,0,0.04,0.02
114392,Jesper Lindstrom,4060,Everton,80,0,0,0,0,0.00,0.00
114393,Carlos Alcaraz,4060,Everton,90,5,0,3,0,0.18,0.42
114394,Jack Harrison,4060,Everton,90,1,0,3,0,0.11,0.11
114395,Beto,4060,Everton,90,3,0,0,0,0.83,0.00
114396,Tim Iroegbunam,4060,Everton,10,0,0,0,0,0.00,0.00
114397,Ashley Young,4060,Everton,10,0,0,0,0,0.00,0.00
114398,Bart Verbruggen,4061,Brighton,90,0,0,0,0,0.00,0.00
114399,Tariq Lamptey,4061,Brighton,90,0,0,1,0,0.00,0.36
114400,Jan Paul van Hecke,4061,Brighton,90,1,0,0,0,0.08,0.00
114401,Adam Webster,4061,Brighton,90,0,0,1,0,0.00,0.07
114402,Estupiñán,4061,Brighton,76,0,0,0,0,0.00,0.00
114403,Carlos Baleba,4061,Brighton,89,0,0,0,0,0.00,0.00
114404,Diego Gómez,4061,Brighton,76,1,0,1,0,0.04,0.35
114405,Yankuba Minteh,4061,Brighton,90,1,0,1,0,0.09,0.08
114406,Georginio Rutter,4061,Brighton,90,4,0,2,1,0.54,0.45
114407,Kaoru Mitoma,4061,Brighton,90,2,0,0,0,0.71,0.00
114408,João Pedro,4061,Brighton,76,1,1,0,0,0.76,0.00
114409,Mats Wieffer,4061,Brighton,1,0,0,0,0,0.00,0.00
114410,Yasin Ayari,4061,Brighton,14,0,0,0,0,0.00,0.00
114411,Jack Hinshelwood,4061,Brighton,14,0,0,0,0,0.00,0.00
114412,Danny Welbeck,4061,Brighton,14,1,1,0,0,0.35,0.00
114413,Solly March,4061,Brighton,1,0,0,0,0,0.00,0.00
114414,Kepa,4061,Bournemouth,90,1,0,0,0,0.07,0.00
114415,Lewis Cook,4061,Bournemouth,90,0,0,1,0,0.00,0.07
114416,Dean Huijsen,4061,Bournemouth,90,0,0,0,0,0.00,0.00
114417,James Hill,4061,Bournemouth,89,2,0,0,0,0.13,0.00
114418,Milos Kerkez,4061,Bournemouth,90,0,0,1,1,0.00,0.02
114419,Tyler Adams,4061,Bournemouth,90,0,0,0,0,0.00,0.00
114420,Ryan Christie,4061,Bournemouth,25,2,0,0,0,0.09,0.00
114421,David Brooks,4061,Bournemouth,50,1,0,0,0,0.04,0.00
114422,Justin Kluivert,4061,Bournemouth,90,3,1,6,0,0.08,0.34
114423,Antoine Semenyo,4061,Bournemouth,90,2,0,3,0,0.26,0.13
114424,Dango Ouattara,4061,Bournemouth,81,4,0,3,0,0.89,0.31
114425,Evanilson,4061,Bournemouth,9,0,0,0,0,0.00,0.00
114426,Luis Sinisterra,4061,Bournemouth,1,1,0,0,0,0.06,0.00
114427,Alex Scott,4061,Bournemouth,65,0,0,2,0,0.00,0.16
114428,Marcus Tavernier,4061,Bournemouth,40,3,0,1,0,0.12,0.04
114429,Matz Sels,4062,Nottingham Forest,90,0,0,0,0,0.00,0.00
114430,Ola Aina,4062,Nottingham Forest,90,0,0,0,0,0.00,0.00
114431,Murillo,4062,Nottingham Forest,90,0,0,0,0,0.00,0.00
114432,Nikola Milenkovic,4062,Nottingham Forest,90,0,0,0,0,0.00,0.00
114433,Neco Williams,4062,Nottingham Forest,90,1,0,0,0,0.09,0.00
114434,Nicolás Domínguez,4062,Nottingham Forest,64,1,0,0,0,0.02,0.00
114435,Elliot Anderson,4062,Nottingham Forest,90,0,0,0,0,0.00,0.00
114436,Anthony Elanga,4062,Nottingham Forest,63,0,0,0,0,0.00,0.00
114437,Morgan Gibbs-White,4062,Nottingham Forest,90,0,0,2,0,0.00,0.29
114438,Callum Hudson-Odoi,4062,Nottingham Forest,90,1,0,0,0,0.06,0.00
114439,Chris Wood,4062,Nottingham Forest,86,2,0,0,0,0.29,0.00
114440,Taiwo Awoniyi,4062,Nottingham Forest,4,0,0,0,0,0.00,0.00
114441,Ryan Yates,4062,Nottingham Forest,27,1,0,2,0,0.06,0.14
114442,Danilo,4062,Nottingham Forest,26,0,0,0,0,0.00,0.00
114443,David Raya,4062,Arsenal,90,0,0,0,0,0.00,0.00
114444,Jurriën Timber,4062,Arsenal,86,0,0,0,0,0.00,0.00
114445,Gabriel,4062,Arsenal,90,0,0,0,0,0.00,0.00
114446,William Saliba,4062,Arsenal,90,1,0,0,0,0.14,0.00
114447,Riccardo Calafiori,4062,Arsenal,47,1,0,1,0,0.06,0.11
114448,Jorginho,4062,Arsenal,71,0,0,0,0,0.00,0.00
114449,Martin Odegaard,4062,Arsenal,86,0,0,1,0,0.00,0.48
114450,Declan Rice,4062,Arsenal,90,2,0,3,0,0.12,0.29
114451,Ethan Nwaneri,4062,Arsenal,78,3,0,0,0,0.16,0.00
114452,Mikel Merino,4062,Arsenal,90,2,0,2,0,0.26,0.18
114453,Leandro Trossard,4062,Arsenal,90,2,0,4,0,0.07,0.20
114454,Thomas Partey,4062,Arsenal,4,1,0,0,0,0.04,0.00
114455,Oleksandr Zinchenko,4062,Arsenal,19,0,0,0,0,0.00,0.00
114456,Ben White,4062,Arsenal,4,0,0,0,0,0.00,0.00
114457,Raheem Sterling,4062,Arsenal,12,0,0,0,0,0.00,0.00
114458,Kieran Tierney,4062,Arsenal,43,1,0,1,0,0.48,0.03
114459,Guglielmo Vicario,4063,Tottenham,90,0,0,0,0,0.00,0.00
114460,Pedro Porro,4063,Tottenham,90,0,0,4,0,0.00,0.54
114461,Kevin Danso,4063,Tottenham,90,2,0,0,0,0.08,0.00
114462,Archie Gray,4063,Tottenham,90,0,0,0,0,0.00,0.00
114463,Iyenoma Destiny Udogie,4063,Tottenham,68,0,0,0,0,0.00,0.00
114464,Lucas Bergvall,4063,Tottenham,90,0,0,0,0,0.00,0.00
114465,Rodrigo Bentancur,4063,Tottenham,68,2,0,0,0,0.13,0.00
114466,James Maddison,4063,Tottenham,83,0,0,4,0,0.00,0.33
114467,Brennan Johnson,4063,Tottenham,90,1,0,1,0,0.12,0.09
114468,Mathys Tel,4063,Tottenham,67,1,0,0,0,0.05,0.00
114469,Wilson Odobert,4063,Tottenham,68,2,0,0,0,0.49,0.00
114470,Timo Werner,4063,Tottenham,7,0,0,0,0,0.00,0.00
114471,Pape Sarr,4063,Tottenham,22,2,0,0,0,0.33,0.00
114472,Dejan Kulusevski,4063,Tottenham,23,0,0,0,0,0.00,0.00
114473,Djed Spence,4063,Tottenham,22,0,0,1,0,0.00,0.09
114474,Son Heung-Min,4063,Tottenham,22,1,0,1,0,0.09,0.24
114475,Ederson,4063,Manchester City,90,0,0,0,0,0.00,0.00
114476,Matheus Nunes,4063,Manchester City,90,0,0,1,0,0.00,0.47
114477,Rúben Dias,4063,Manchester City,90,0,0,0,0,0.00,0.00
114478,Abduqodir Khusanov,4063,Manchester City,90,0,0,1,0,0.00,0.09
114479,Josko Gvardiol,4063,Manchester City,90,0,0,1,0,0.00,0.07
114480,Mateo Kovacic,4063,Manchester City,90,0,0,0,0,0.00,0.00
114481,Nico González,4063,Manchester City,75,0,0,1,0,0.00,0.08
114482,Sávio,4063,Manchester City,90,6,0,0,0,0.60,0.00
114483,Omar Marmoush,4063,Manchester City,75,1,0,1,0,0.05,0.04
114484,Jéremy Doku,4063,Manchester City,90,2,0,2,0,0.14,0.87
114485,Erling Haaland,4063,Manchester City,90,3,1,1,0,1.60,0.07
114486,Ilkay Gündogan,4063,Manchester City,1,0,0,0,0,0.00,0.00
114487,Bernardo Silva,4063,Manchester City,15,0,0,0,0,0.00,0.00
114488,James McAtee,4063,Manchester City,1,0,0,0,0,0.00,0.00
114489,Phil Foden,4063,Manchester City,15,0,0,0,0,0.00,0.00
114490,Jack Grealish,4063,Manchester City,1,0,0,0,0,0.00,0.00
114491,Alphonse Areola,4064,West Ham,90,0,0,0,0,0.00,0.00
114492,Jean-Clair Todibo,4064,West Ham,67,0,0,0,0,0.00,0.00
114493,Aaron Cresswell,4064,West Ham,90,0,0,2,0,0.00,1.17
114494,Max Kilman,4064,West Ham,90,1,0,0,0,0.03,0.00
114495,Aaron Wan-Bissaka,4064,West Ham,90,0,0,1,0,0.00,0.03
114496,Oliver Scarles,4064,West Ham,67,1,0,0,0,0.03,0.00
114497,Tomas Soucek,4064,West Ham,90,1,1,0,0,0.60,0.00
114498,Edson Álvarez,4064,West Ham,67,0,0,1,0,0.00,0.03
114499,James Ward-Prowse,4064,West Ham,90,0,0,1,0,0.00,0.05
114500,Mohammed Kudus,4064,West Ham,74,1,0,0,0,0.61,0.00
114501,Jarrod Bowen,4064,West Ham,90,2,0,1,0,0.11,0.13
114502,Konstantinos Mavropanos,4064,West Ham,23,1,0,0,0,0.56,0.00
114503,Evan Ferguson,4064,West Ham,16,1,0,0,0,0.13,0.00
114504,Emerson,4064,West Ham,23,0,0,0,0,0.00,0.00
114505,Carlos Soler,4064,West Ham,23,0,0,0,0,0.00,0.00
114506,Andy Irving,4064,West Ham,1,0,0,0,0,0.00,0.00
114507,Mads Hermansen,4064,Leicester,90,0,0,0,0,0.00,0.00
114508,James Justin,4064,Leicester,90,2,0,0,0,0.07,0.00
114509,Wout Faes,4064,Leicester,90,1,0,0,0,0.01,0.00
114510,Jannik Vestergaard,4064,Leicester,88,1,0,1,0,0.04,0.03
114511,Victor Kristiansen,4064,Leicester,88,1,0,0,0,0.03,0.00
114512,Boubakary Soumare,4064,Leicester,62,0,0,0,0,0.00,0.00
114513,Wilfred Ndidi,4064,Leicester,90,3,0,0,0,0.08,0.00
114514,Facundo Buonanotte,4064,Leicester,90,0,0,0,0,0.00,0.00
114515,Bilal El Khannouss,4064,Leicester,90,1,0,2,0,0.02,0.04
114516,Bobby Reid,4064,Leicester,62,0,0,0,0,0.00,0.00
114517,Jamie Vardy,4064,Leicester,90,0,0,1,0,0.00,0.05
114518,Patson Daka,4064,Leicester,2,0,0,0,0,0.00,0.00
114519,Stephy Mavididi,4064,Leicester,28,1,0,1,0,0.05,0.04
114520,Harry Winks,4064,Leicester,28,0,0,0,0,0.00,0.00
114521,Luke Thomas,4064,Leicester,2,0,0,0,0,0.00,0.00
114522,José Sá,4065,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
114523,Matt Doherty,4065,Wolverhampton Wanderers,90,1,0,0,0,0.08,0.00
114524,Toti,4065,Wolverhampton Wanderers,90,0,0,1,0,0.00,0.04
114525,Santiago Bueno,4065,Wolverhampton Wanderers,79,0,0,0,0,0.00,0.00
114526,Nélson Semedo,4065,Wolverhampton Wanderers,90,0,0,3,1,0.00,0.13
114527,Rayan Ait Nouri,4065,Wolverhampton Wanderers,90,1,0,1,0,0.06,0.04
114528,André,4065,Wolverhampton Wanderers,79,1,0,0,0,0.02,0.00
114529,Jean-Ricner Bellegarde,4065,Wolverhampton Wanderers,67,3,0,1,0,0.11,0.12
114530,Matheus Cunha,4065,Wolverhampton Wanderers,90,6,0,1,0,0.30,0.01
114531,João Gomes,4065,Wolverhampton Wanderers,90,4,1,1,0,0.20,0.10
114532,Marshall Munetsi,4065,Wolverhampton Wanderers,90,2,0,1,0,0.16,0.04
114533,Jørgen Strand Larsen,4065,Wolverhampton Wanderers,23,0,0,0,0,0.00,0.00
114534,Pablo Sarabia,4065,Wolverhampton Wanderers,11,0,0,1,0,0.00,0.07
114535,Tommy Doyle,4065,Wolverhampton Wanderers,11,0,0,0,0,0.00,0.00
114536,Bernd Leno,4065,Fulham,90,0,0,0,0,0.00,0.00
114537,Joachim Andersen,4065,Fulham,90,0,0,0,0,0.00,0.00
114538,Issa Diop,4065,Fulham,90,0,0,0,0,0.00,0.00
114539,Jorge Cuenca,4065,Fulham,78,0,0,0,0,0.00,0.00
114540,Timothy Castagne,4065,Fulham,90,0,0,1,0,0.00,0.04
114541,Ryan Sessegnon,4065,Fulham,74,2,1,1,0,0.33,0.14
114542,Sander Berge,4065,Fulham,90,0,0,0,0,0.00,0.00
114543,Sasa Lukic,4065,Fulham,69,0,0,0,0,0.00,0.00
114544,Andreas Pereira,4065,Fulham,90,1,0,3,1,0.12,0.37
114545,Adama Traoré,4065,Fulham,69,1,0,2,1,0.05,0.32
114546,Rodrigo Muniz,4065,Fulham,74,3,1,0,0,0.46,0.00
114547,Willian,4065,Fulham,21,0,0,0,0,0.00,0.00
114548,Raúl Jiménez,4065,Fulham,16,3,0,0,0,0.39,0.00
114549,Alex Iwobi,4065,Fulham,21,1,0,1,0,0.09,0.12
114550,Calvin Bassey,4065,Fulham,12,0,0,0,0,0.00,0.00
114551,Antonee Robinson,4065,Fulham,16,0,0,2,0,0.00,0.34
114552,Dean Henderson,4066,Crystal Palace,90,0,0,0,0,0.00,0.00
114553,Maxence Lacroix,4066,Crystal Palace,90,1,0,0,0,0.02,0.00
114554,Chris Richards,4066,Crystal Palace,90,1,0,0,0,0.02,0.00
114555,Marc Guehi,4066,Crystal Palace,90,0,0,0,0,0.00,0.00
114556,Daniel Muñoz,4066,Crystal Palace,90,1,0,1,1,0.07,0.11
114557,Tyrick Mitchell,4066,Crystal Palace,90,2,0,1,1,0.52,0.97
114558,Will Hughes,4066,Crystal Palace,62,1,0,0,0,0.03,0.00
114559,Adam Wharton,4066,Crystal Palace,82,1,0,3,0,0.06,0.10
114560,Ismaila Sarr,4066,Crystal Palace,90,4,2,4,0,2.00,0.53
114561,Eberechi Eze,4066,Crystal Palace,90,4,0,3,1,0.27,0.72
114562,Jean-Philippe Mateta,4066,Crystal Palace,90,2,1,2,0,0.41,0.54
114563,Jefferson Lerma,4066,Crystal Palace,28,1,0,0,0,0.04,0.00
114564,Daichi Kamada,4066,Crystal Palace,8,0,0,0,0,0.00,0.00
114565,Eddie Nketiah,4066,Crystal Palace,1,1,1,0,0,0.97,0.00
114566,Emiliano Martinez,4066,Aston Villa,50,0,0,0,0,0.00,0.00
114567,Axel Disasi,4066,Aston Villa,90,1,0,0,0,0.04,0.00
114568,Lamare Bogarde,4066,Aston Villa,90,0,0,0,0,0.00,0.00
114569,Ezri Konsa Ngoyo,4066,Aston Villa,90,1,0,0,0,0.01,0.00
114570,Andrés García,4066,Aston Villa,50,0,0,1,0,0.00,0.16
114571,Lucas Digne,4066,Aston Villa,82,0,0,1,0,0.00,0.01
114572,Youri Tielemans,4066,Aston Villa,90,2,0,0,0,0.17,0.00
114573,John McGinn,4066,Aston Villa,90,0,0,1,0,0.00,0.06
114574,Morgan Rogers,4066,Aston Villa,90,1,1,0,0,0.38,0.00
114575,Ollie Watkins,4066,Aston Villa,72,0,0,1,1,0.00,0.38
114576,Jacob Ramsey,4066,Aston Villa,72,0,0,0,0,0.00,0.00
114577,Leon Bailey,4066,Aston Villa,40,1,0,0,0,0.06,0.00
114578,Ian Maatsen,4066,Aston Villa,8,0,0,0,0,0.00,0.00
114579,Marco Asensio,4066,Aston Villa,18,0,0,1,0,0.00,0.02
114580,Robin Olsen,4066,Aston Villa,40,0,0,0,0,0.00,0.00
114581,Marcus Rashford,4066,Aston Villa,18,0,0,0,0,0.00,0.00
114582,Filip Jorgensen,4067,Chelsea,90,0,0,0,0,0.00,0.00
114583,Malo Gusto,4067,Chelsea,90,0,0,0,0,0.00,0.00
114584,Tosin Adarabioyo,4067,Chelsea,90,1,0,1,1,0.02,0.32
